seed,window,F_final,slope_per_1000ep,drift_over_window,resid_std,KL_final,KL_min
1,1000,-19.3311246058162,-1.4090818856507186,-1.4090818856507186,0.1029618974885832,2.866503130304086,2.791783120512682
1,500,-19.3311246058162,-1.2012296350405416,-0.6006148175202708,0.1017050068752297,2.866503130304086,2.791783120512682
2,1000,-19.19645428651824,-1.303279589104925,-1.303279589104925,0.16658596399292766,2.725300770615359,2.6638874078439896
2,500,-19.19645428651824,-2.157180485547559,-1.0785902427737795,0.12521270207468352,2.725300770615359,2.6638874078439896
3,1000,-14.492417745789414,-0.5264188664196697,-0.5264188664196697,0.10530285602379744,2.912978650762922,2.8712043186800678
3,500,-14.492417745789414,-0.5192789508340968,-0.2596394754170484,0.08779461542111967,2.912978650762922,2.8712043186800678
4,1000,-9.79559815247436,-0.16008114335944526,-0.16008114335944526,0.10209279528416457,3.032493538286,3.0205300067840843
4,500,-9.79559815247436,-0.21510571593078073,-0.10755285796539037,0.10088678855098737,3.032493538286,3.0205300067840843
5,1000,-20.002258330265672,-1.0304517833616726,-1.0304517833616726,0.11513998177164189,2.6707806753329524,2.6540879105827053
5,500,-20.002258330265672,-0.8133034612426782,-0.4066517306213391,0.0900705503989131,2.6707806753329524,2.6540879105827053
6,1000,-19.7089309556991,-1.418129612887111,-1.418129612887111,0.1106859919861338,2.666303145710121,2.6549624792255435
6,500,-19.7089309556991,-1.506574431714826,-0.753287215857413,0.11117027406326914,2.666303145710121,2.6549624792255435
7,1000,-20.26243031288992,-1.1084079752163272,-1.1084079752163272,0.10968773925164688,2.685409990495813,2.653035030545167
7,500,-20.26243031288992,-1.1731086463442837,-0.5865543231721418,0.1042012913032119,2.685409990495813,2.653035030545167
8,1000,-19.80749565292308,-0.9302335448472344,-0.9302335448472344,0.10974975088138009,2.6589267995842607,2.6494804452448446
8,500,-19.80749565292308,-1.237348893808696,-0.618674446904348,0.08921784262308373,2.6589267995842607,2.6494804452448446
9,1000,-14.716777667832384,-0.5651386506994219,-0.5651386506994219,0.09361239966888352,2.9151574752774443,2.8774184293608864
9,500,-14.716777667832384,-0.6002301566278335,-0.30011507831391676,0.08244831834810354,2.9151574752774443,2.8774184293608864
10,1000,-20.221041414999004,-1.2222841937403737,-1.2222841937403737,0.09858489336734848,2.6700628774312665,2.653552877782527
10,500,-20.221041414999004,-1.5695618624524854,-0.7847809312262427,0.08041809929676012,2.6700628774312665,2.653552877782527
