quantity,epoch,n,mean,std,median,q25,q75,min,max,skew,excess_kurtosis,bimodality_coeff,shapiro_p
F,50,50,-7.636979872403896,0.13634761812756907,-7.6524082349197755,-7.732516852501858,-7.550073784680972,-7.966787343840127,-7.369196226931099,-0.030781806606059683,-0.3386145677012786,0.35069228260605834,0.8672834151696092
F,100,50,-7.580945843584354,0.1300401374934591,-7.569185502853612,-7.661713668138535,-7.490016099182787,-7.88066076798959,-7.347667402862805,-0.3350123764355058,-0.382675239536447,0.39579228972745023,0.5874797774779559
F,250,50,-7.440155866865277,0.1395949818529117,-7.43751915280521,-7.524649928498035,-7.3436657868913295,-7.755814592212349,-7.1355600705596345,-0.11722723417474362,-0.37217184248161095,0.35940056103876866,0.9071553566749376
F,500,50,-7.525235707451498,0.13995094579261474,-7.50413936294372,-7.6031711361769325,-7.438560637662161,-7.884632456002582,-7.257996224194297,-0.4246324068847467,0.2132555967945633,0.3465316439271243,0.3237534559083826
E,50,50,-0.029574627933649605,0.13272720256672355,-0.0392470828335428,-0.1251073445237443,0.0594016003764124,-0.3570006841083971,0.2255142586564111,-0.09883324859724764,-0.33305901835810614,0.3530953523798423,0.8567609820126889
E,100,50,0.01324728191465048,0.12552998037268825,0.02319029065684125,-0.06129275611857565,0.1015325124353103,-0.2848110818950293,0.2471780256821849,-0.39858960335460836,-0.30257782062648486,0.400960868060154,0.5484340492407849
E,250,50,-0.0012757004480870248,0.1366319161479569,0.0168911539438167,-0.09295850001944793,0.08665610122771883,-0.350574402008725,0.3331022077894914,-0.21643532493898318,0.14940616123927075,0.31321773750390636,0.9136863467673931
E,500,50,-0.3906619045726138,0.13483224936083096,-0.3725414423379567,-0.4966733074862937,-0.29308935691910126,-0.730529881798179,-0.1629053241496216,-0.43513182640813786,-0.5366025827271477,0.4477570547083511,0.16224274161630242
S,50,50,7.607405244470247,0.006766982085008208,7.608358648008425,7.604399271792637,7.613007830555889,7.589454327270414,7.617028458920991,-0.7865204557485678,-0.09661621191826253,0.5227740106951436,0.0053968712875413945
S,100,50,7.594193125499005,0.011593278681927981,7.594815626800576,7.586639146409679,7.6034571890494735,7.5653515354220735,7.613759713237116,-0.43128953637346124,-0.37920499948570896,0.4215256965554001,0.3925201963306705
S,250,50,7.438880166417192,0.06709345171922841,7.450161654098265,7.389318135716335,7.478375851046421,7.28760793308242,7.588183217277817,-0.14467119596809455,-0.33769983694538475,0.35757866603164,0.506048032728851
S,500,50,7.134573802878885,0.07692669291948454,7.114661294725895,7.073119544089764,7.183084922731251,7.033281372465957,7.37868002655172,0.9772191491229005,0.9099425626187907,0.47649788187955716,0.0035165949726263094
KL,50,50,3.607018229717271,0.0036319616006178506,3.606495632025739,3.6040183571684654,3.6090984763581,3.601603114014675,3.6152538235791662,0.6129616392999203,-0.5095876819755092,0.5127108817084453,0.020828209517387692
KL,100,50,3.605134153246429,0.0040760717259643335,3.6060206012958353,3.6024588306712966,3.6076161258144768,3.5963166837935185,3.6142528493249495,-0.22778652090221152,-0.39598022823138956,0.3760984200118564,0.6375949949090947
KL,250,50,3.585471474848962,0.00831378552337709,3.5850481914954355,3.579239176159453,3.5925356073374424,3.569359726330391,3.601745322721789,0.06773296932104379,-0.8714807138068865,0.4327622977892478,0.35943856619112025
KL,500,50,3.5153832088623664,0.013825659700490111,3.5136433151561186,3.5081118554642243,3.5274189903693287,3.477972657257027,3.539799930909986,-0.28359060148162685,-0.09476422552555075,0.34874256782358226,0.47462431883953676
