quantity,epoch,n,mean,std,median,q25,q75,min,max,skew,excess_kurtosis,bimodality_coeff,shapiro_p
F,50,50,-8.957851034461427,0.17173588875492984,-8.940351620346522,-9.041233169335086,-8.832324782494553,-9.419792739711204,-8.608712276868976,-0.5692602929854381,0.14976922459281816,0.3961173597250245,0.2166474777102259
F,100,50,-8.900491683861635,0.14538429334434802,-8.87700452426075,-9.01907101214579,-8.793113714592572,-9.234604812605909,-8.52032549997949,-0.2570105168869871,0.007338984911937629,0.3331255398021889,0.182730835209931
F,250,50,-8.707561038330866,0.13374798256548145,-8.705509365023161,-8.803451520116253,-8.640878270368335,-9.069119209981936,-8.428542904329056,-0.13375667953298953,0.19814774661249812,0.3001771708995092,0.866467567636038
F,500,50,-8.820028354092615,0.17536223872506893,-8.81611049240561,-8.953209363376114,-8.707567654882533,-9.23316826648846,-8.449517590909334,0.13150954976436244,-0.40357433174742496,0.3647204990433746,0.7841919597787865
E,50,50,0.025972103431426943,0.1694114660796495,0.04410556082988245,-0.05345839982707433,0.15040281747308124,-0.4500042721421006,0.3631756516620013,-0.6857450071233214,0.38275704592644955,0.4111914093473971,0.11669695429517946
E,100,50,0.06793175798219092,0.1402829113775583,0.10052651249870445,-0.04704846197074465,0.16750575986339214,-0.2719982357096066,0.4098949567126535,-0.3826515358033662,-0.08914605221285266,0.3693759497619136,0.14895074984830076
E,250,50,0.03006774666348645,0.1392020452245303,0.0251927505945439,-0.04944681480336568,0.13920147882902065,-0.3544229443155143,0.2910051296368764,-0.31854805637089667,0.19467811040142902,0.3251583041673253,0.47707777202028634
E,500,50,-0.6423905382549219,0.18372525215974858,-0.6727878541946175,-0.7626149273452262,-0.5005437923177726,-0.9774305096450095,-0.0573326751267976,0.5103771492099093,0.6444164393985345,0.32848773691861416,0.11148490659915788
S,50,50,8.983823137892854,0.009653264472715728,8.982930161768305,8.978297839868432,8.992516931031112,8.961689359213322,9.002018219150994,-0.09385803996107236,-0.5825949267554353,0.38648378292287683,0.5855038793336259
S,100,50,8.968423441843825,0.01259431897687511,8.96960787882671,8.961243227559246,8.976347242246668,8.930220456692144,8.993517177761351,-0.6098306319036675,0.8218337901165986,0.34172154366392515,0.37747100856229443
S,250,50,8.737628784994351,0.06459795263400521,8.731592842152605,8.705801128160576,8.777868267796363,8.59924065616804,8.869809978097296,0.06689147290168324,-0.3009419582052777,0.34734340461155133,0.7294047583524115
S,500,50,8.177637815837693,0.11760939904488506,8.17716434855199,8.103944261165468,8.26504717008951,7.928963738848729,8.425428916098486,0.027149819960272027,-0.43851456159456204,0.3633356736662751,0.9471096147324797
KL,50,50,3.6113055653977195,0.007327289940034389,3.6098816091064347,3.6064163218362935,3.6154087121415834,3.5987688543627847,3.630360793418419,0.7113985290740813,0.2490836602168125,0.43757419970246036,0.059058101315268265
KL,100,50,3.6057991258851247,0.004478050258284334,3.605510305234838,3.6020217547887317,3.6089286091947725,3.598010931316798,3.617075626320598,0.42993267570651517,-0.40320078535052994,0.4247326878495397,0.29881710773450393
KL,250,50,3.5743356753688964,0.008104077249855351,3.574380784494635,3.5685294820726647,3.5804819652935627,3.552911765683351,3.5896525098751177,-0.2943784299933936,-0.18037259092866664,0.36072296690438704,0.8287897833742632
KL,500,50,3.4435960693824375,0.02553570208404302,3.4468089958084738,3.4262492927210624,3.460824488911314,3.3754975356195187,3.502080661971941,-0.23300285696993867,-0.008783556862946185,0.3311176338546118,0.9107216596414062
