seed,F_first,F_min,epoch_of_min,F_final,F_max,epoch_of_max,gap,ar1_phi,null_gap_median,null_gap_p05,null_gap_p95,gap_percentile_in_null,null_epoch_of_min_median
1,-9.207393315056349,-9.294270564475136,9,-8.818243483035124,-8.520887527073084,32,0.47602708144001227,0.9459986344116067,0.4569902936332806,0.2272654373438024,0.6818945900971387,0.5475,6.0
2,-9.05705172337966,-9.302176894304774,239,-9.0191536860908,-8.40647989773209,142,0.2830232082139741,0.9614416489930345,0.45493764953278326,0.12757105593180054,0.7899897522912936,0.203,65.0
3,-9.306011510954551,-9.306011510954551,1,-8.734566933105395,-8.303314960887242,390,0.5714445778491566,0.9401989559430687,0.5427568519157138,0.2902511950167058,0.8259373380845945,0.5705,4.0
4,-9.1305391886727,-9.377946591859429,9,-8.594167174938553,-8.42282920923551,354,0.7837794169208756,0.9474746755179388,0.40346941675011294,0.1685066017459893,0.6557216654026884,0.9925,14.0
5,-9.218967036533344,-9.304838529241152,128,-8.978066927797705,-8.294070733775943,85,0.32677160144344697,0.9619873656642747,0.5049585949118391,0.18126316686435162,0.8594983339353331,0.2015,17.0
6,-9.291621734778367,-9.347669531535768,4,-8.959569367267562,-8.433249124194615,289,0.3881001642682058,0.9317100991868543,0.5193154970494565,0.311136069151701,0.7437980737950487,0.145,3.0
7,-9.11965075823403,-9.373193927764875,105,-8.78034447624399,-8.38863697931085,346,0.5928494515208858,0.9199689651250235,0.4433962314148774,0.19818156623890576,0.6976764583203342,0.836,16.5
8,-9.125433577876734,-9.28626460318282,85,-8.671751830639483,-8.375831093066601,370,0.6145127725433372,0.9604749722431429,0.42466117967538963,0.14497059773907708,0.7292377570988443,0.8515,24.0
9,-9.145773465775989,-9.337429298440966,15,-8.644365335674886,-8.458153134882748,334,0.6930639627660806,0.9116496649452819,0.41554929759996195,0.22130980653543145,0.6262601124416647,0.988,11.0
10,-9.117836261507357,-9.117836261507357,1,-8.80937908679086,-8.435096429085446,342,0.30845717471649614,0.9232996385369797,0.3825104043995555,0.2025854603433058,0.5818080412633966,0.256,11.0
11,-9.250724110217998,-9.453720309665846,5,-9.083923734394007,-8.368652220617179,279,0.3697965752718382,0.9404785859761147,0.4980703905995947,0.25551919194746214,0.7629358749696299,0.2015,6.0
12,-9.245072617408956,-9.351972883432293,3,-8.706686237092905,-8.46578424749995,447,0.6452866463393878,0.9162698777874945,0.47784037870979645,0.28122158129938324,0.6751861010415117,0.9135,4.0
13,-9.093261745204272,-9.245551153966412,71,-8.934129351701774,-8.242549069027005,327,0.311421802264638,0.9457036199887838,0.42269623388407407,0.15389864475923867,0.6921726597727722,0.257,25.0
14,-9.28320857960657,-9.327468092341867,2,-9.086832046745442,-8.363297803013971,382,0.2406360455964247,0.9128195107278106,0.5229576655071719,0.2884450513696347,0.7730120102583062,0.0205,4.0
15,-9.157572846332268,-9.157572846332268,1,-8.996346037403145,-8.216108592325698,362,0.16122680892912378,0.9491142017211779,0.43931571988395746,0.16729631094781947,0.7030703759639454,0.046,12.0
16,-9.26669507633408,-9.345136634792985,14,-8.90742068596443,-8.351575720541598,402,0.43771594882855425,0.9212509080635007,0.5040289944728,0.2654528437747613,0.7485767349592652,0.3035,5.0
