epoch,1,2,3,4,5,6,7,8,9,10
1,-9.207393315056349,-9.05705172337966,-9.306011510954551,-9.1305391886727,-9.218967036533344,-9.291621734778367,-9.11965075823403,-9.125433577876734,-9.145773465775989,-9.117836261507357
2,-9.098651923923166,-9.090035082508772,-9.281108000461812,-9.191661023566452,-9.165421041685825,-9.34619340171242,-9.007416872185685,-9.175394485476536,-9.162003509333037,-9.02145539631884
3,-9.026751023139456,-9.123394461191047,-9.23615667668188,-9.107893110801104,-9.068586102856289,-9.31016075564219,-9.11751561992104,-9.142164947000817,-9.142522896742994,-9.0873550929827
4,-9.1402889451497,-9.122755595767789,-9.245471061208956,-9.128422340073206,-9.07498147564691,-9.347669531535768,-9.092039628837592,-9.157786057642404,-9.088201280009006,-9.036162460661878
5,-9.154319828372094,-9.209598689852765,-9.176979188997432,-9.138497513556336,-8.99222873858558,-9.18001784480432,-9.019283757563686,-9.08713943656386,-9.138016998787746,-9.04119033537292
6,-9.11744283413704,-9.266037274328225,-9.068698371994616,-9.22277162304214,-8.988066729809841,-9.126689070740117,-9.117228796375098,-9.072679698338016,-9.115392074837388,-9.030314500323598
7,-9.16599318564153,-9.211147041940029,-9.090430459331465,-9.242685428803886,-8.976254279080257,-9.15735642817592,-9.0095325248506,-9.126261932071298,-9.06113470543245,-8.99268993594847
8,-9.219781916884989,-9.094494617852316,-9.017404901638283,-9.355743351682328,-9.017627766686829,-9.079054043712084,-9.06912201733951,-9.135304180262464,-9.122602264840246,-9.001800041797553
9,-9.294270564475136,-9.058585642902294,-9.12683528041787,-9.377946591859429,-9.041265033418885,-9.066742060113697,-9.072493525454206,-9.095156496658728,-9.142920904230053,-9.10468860904832
10,-9.170580087200548,-8.9924026950879,-9.139865849473132,-9.25319897157603,-9.06824315616737,-9.039379221314755,-9.027555745240646,-9.053869695635248,-9.155921108745808,-9.03693999558481
11,-9.130110361117843,-8.946104299558796,-9.197528370105994,-9.217777164309478,-8.975435165358705,-9.05117519188468,-8.962250257610988,-9.072487348448997,-9.029118823510965,-9.016732417194367
12,-9.055854903963647,-8.970290262098578,-9.198874669057686,-9.18764574595058,-9.050706480544529,-9.071945072447374,-8.92402438238849,-9.05934970647693,-9.109469203406103,-9.006060025760206
13,-9.0639802185763,-8.97067684271878,-9.082483505973062,-9.148667217399913,-9.039789256721038,-9.130658073927728,-8.896469185879399,-8.992114682276487,-9.20388863752508,-9.023304304018192
14,-8.990563855842835,-9.135481384434694,-9.190613778548965,-9.16390905361648,-9.063848720604154,-9.04831991078346,-8.888551354606061,-9.066194969517918,-9.33549751526026,-9.103931738320467
15,-9.04906143040406,-9.078361728809258,-9.10973799864657,-9.144716093704968,-8.990344231851568,-9.132543446939524,-8.887679286209428,-9.05859960028728,-9.337429298440966,-9.110916238040442
16,-8.977944043830032,-9.170415509396934,-9.112729596369874,-9.204131218006788,-8.933456472220634,-9.15668019461826,-8.973700624406073,-9.120361224092386,-9.291435861539147,-8.938404039913658
17,-9.00457306610706,-9.079930776129675,-9.059329756697643,-9.071432547599304,-8.977594194622531,-9.135173501298585,-9.054009340146568,-9.123645196461052,-9.259317103108543,-8.964925247941656
