seed,F_first,F_min,epoch_of_min,F_final,F_max,epoch_of_max,gap,ar1_phi,null_gap_median,null_gap_p05,null_gap_p95,gap_percentile_in_null,null_epoch_of_min_median
1,-3.224252508980136,-8.474258444857297,499,-8.459360420821916,-2.705361981687864,68,0.01489802403538043,0.9921191559135051,0.09934483750034673,0.0,0.41970144040381857,0.2285,491.0
2,-3.1057305395747625,-7.992282858748616,500,-7.992282858748616,-2.727955875600234,37,0.0,0.9273622193901108,0.09334755587598487,0.0,0.3106648097733371,0.0,492.0
3,-3.447723622108808,-7.2790916181599155,476,-7.237544543895276,-2.719181468934824,75,0.04154707426463933,0.9207747204393203,0.1139904582167306,0.0,0.37343110906128407,0.269,492.0
4,-3.1117726722536565,-6.90002945066439,475,-6.6944476477887465,-2.746744040550074,74,0.20558180287564376,0.9710886513780732,0.10024487760502998,0.0,0.3855239208093087,0.758,491.0
5,-3.2356261062697333,-7.518618387690228,500,-7.518618387690228,-2.6604290520767075,49,0.0,0.8555308245466976,0.08552981545198568,0.0,0.27894729519437833,0.0,493.0
6,-3.33534276554186,-7.559831883606431,496,-7.541001858390379,-2.6445194685652798,54,0.018830025216051816,0.8757588799176732,0.07174409755216571,0.0,0.2390202853989462,0.257,494.0
7,-3.2202322000149004,-6.802139052560752,491,-6.784057331101232,-2.691406837153202,42,0.01808172145951925,0.9775527431552707,0.15484554098235837,0.0,0.5643016118397164,0.169,489.0
8,-3.265554947285968,-8.031363500865634,488,-7.884110342640097,-2.771249465279313,40,0.14725315822553675,0.9592842507846456,0.07691746836450353,0.0,0.2951070740323582,0.7225,493.0
9,-3.0828814401913647,-8.5470291117914,500,-8.5470291117914,-2.7060076361567087,58,0.0,0.9948257495235692,0.056663890084602375,0.0,0.29595096058823234,0.0,494.0
10,-3.377533783740317,-7.682467942105641,493,-7.622803728272622,-2.69745962199809,59,0.05966421383301945,0.9106732894084655,0.0645762143113684,0.0,0.23943623627544705,0.473,495.0
11,-3.1854304558048034,-6.913026424573517,496,-6.863325188659866,-2.777516704958594,58,0.049701235913651054,0.9654336465953345,0.14290100939100103,0.0,0.45621787406471337,0.282,490.0
