seed,window,F_final,slope_per_1000ep,drift_over_window,resid_std,KL_final,KL_min
1,1000,-13.757981132598434,-0.8564908646237852,-0.8564908646237852,0.090443442115001,1.13399202684863,0.3832669685083475
1,500,-13.757981132598434,-1.3078169840825309,-0.6539084920412654,0.03654177120123179,1.13399202684863,0.3832669685083475
2,1000,-12.851885314545507,-0.17191946043391554,-0.17191946043391554,0.0850384520144243,0.6686249294600068,0.4601382277949203
2,500,-12.851885314545507,-0.42415209777556645,-0.21207604888778323,0.04165766525524368,0.6686249294600068,0.4601382277949203
3,1000,-11.156636429342443,-0.31630556359872913,-0.31630556359872913,0.08019415676545785,0.3836263665127605,0.2437623279870752
3,500,-11.156636429342443,0.05576595747258553,0.027882978736292766,0.06687077044135811,0.3836263665127605,0.2437623279870752
4,1000,-11.429572833341055,-0.2882908544137708,-0.2882908544137708,0.07257207196734969,0.6955397752129221,0.4507001118050294
4,500,-11.429572833341055,0.13362468898182003,0.06681234449091002,0.043682063818486105,0.6955397752129221,0.4507001118050294
5,1000,-13.492439062075324,-0.5492609895497026,-0.5492609895497026,0.08951570909297514,1.4662277781341966,0.5778084979213646
5,500,-13.492439062075324,-0.6338237639014266,-0.3169118819507133,0.08549107566994989,1.4662277781341966,0.5778084979213646
6,1000,-13.417656461992916,-0.2985845896596834,-0.2985845896596834,0.07719019924987572,0.8881425939189883,0.3830092361794171
6,500,-13.417656461992916,-0.1805058342603095,-0.09025291713015475,0.0665435031829283,0.8881425939189883,0.3830092361794171
7,1000,-10.952997845690357,-0.44355124009422486,-0.44355124009422486,0.10896154095150475,0.7001372273220677,0.3439613970751524
7,500,-10.952997845690357,-0.9510983660170491,-0.47554918300852456,0.0663775532519534,0.7001372273220677,0.3439613970751524
8,1000,-13.290904430022538,-0.31209751036549843,-0.31209751036549843,0.048448771740712875,0.5385874823254925,0.41818647674298
8,500,-13.290904430022538,-0.04100957362202402,-0.02050478681101201,0.029214225161305053,0.5385874823254925,0.41818647674298
9,1000,-14.825182810861062,-0.6124429078846026,-0.6124429078846026,0.04794198788411748,0.8473154409310928,0.3939744916657101
9,500,-14.825182810861062,-0.7088332045984657,-0.35441660229923283,0.03451405504317958,0.8473154409310928,0.3939744916657101
10,1000,-14.352354605729085,-0.31944987068623387,-0.31944987068623387,0.06481714729988616,0.6412627743800771,0.4183878494292834
10,500,-14.352354605729085,-0.5951797491683256,-0.2975898745841628,0.0491234888972222,0.6412627743800771,0.4183878494292834
