quantity,epoch,n,mean,std,median,q25,q75,min,max,skew,excess_kurtosis,bimodality_coeff,shapiro_p
F,50,50,-2.8535205790472356,0.07977426115788193,-2.8539260365590042,-2.90482782145557,-2.788601620044856,-3.084383879590444,-2.6780497385094,-0.41234769438798297,0.3814676273439246,0.3273465992800902,0.726575969679503
F,100,50,-3.0180914060302944,0.10503359492445885,-3.029316761398681,-3.09270581299423,-2.9412034857517417,-3.238808018704958,-2.8110212538517514,0.08058236398249584,-0.7104688325643154,0.40545990255560493,0.23226067983416399
F,250,50,-5.086331502044762,0.25495865277077173,-5.043937339928769,-5.17457051796524,-4.930497925293674,-5.6578146847626325,-4.572465918848541,-0.47092314395005574,-0.1112861159957399,0.3964807757851555,0.10383546325789716
F,500,50,-7.500480334321798,0.5465835177540601,-7.51859181834409,-7.889727474493931,-7.243181470023468,-8.5470291117914,-6.206516092612511,0.29967146538834716,-0.11807367289312598,0.354436812952235,0.5747926509473897
E,50,50,-0.02558301138797202,0.10044867771354761,-0.0316320107132254,-0.08522922618947246,0.04366562537282068,-0.3448357748526112,0.1712227507254099,-0.5622032868744044,1.2403108029542045,0.2968720858749436,0.19551045844339737
E,100,50,-0.40845767911195074,0.12907624366472842,-0.415242145244783,-0.5048093584012476,-0.3204032191614804,-0.6749631064743732,-0.1653268908798393,-0.07333086050571586,-0.7366799979855907,0.4093324332676371,0.34288337141567105
E,250,50,-3.109376168649776,0.2880775084366598,-3.058653700041494,-3.2977086419646833,-2.9198289407180016,-3.809341534694747,-2.64130916429258,-0.6345605371358467,-0.032963242334731024,0.44390222742744084,0.03102755593251428
E,500,50,-6.19694246015974,0.5395771969175501,-6.202814730220651,-6.568858469210555,-5.901305650312377,-7.328170572014775,-5.033083802885493,0.07288373064887542,-0.1124952811994242,0.32636569443976887,0.7828823133497465
S,50,50,11.311750270637054,0.16334364517245997,11.319308478291934,11.215687108694313,11.414166703481959,10.958192418951333,11.604464479906918,-0.16207352201644504,-0.48286856289777846,0.3787035202140309,0.48388096550459136
S,100,50,10.438534907673372,0.1784526026726278,10.459679299821323,10.287051056475557,10.569645671927752,10.07746473924317,10.707397022648728,-0.38153886279363636,-0.8441599683845875,0.48775570048985295,0.050240301330678694
S,250,50,7.907821333579945,0.30927618714344973,7.964356880866989,7.656665684960824,8.140135380988752,7.160711335714519,8.574107608831369,-0.41220210312748423,-0.24318045240103148,0.3966284328982338,0.11283355532141232
S,500,50,5.214151496648238,0.37238995214103965,5.2478585830711495,5.02109322846487,5.500056527297717,4.159449730411716,5.851348888183697,-0.7127488558507707,0.7135953689860393,0.3860345400105368,0.062068860746706
KL,50,50,3.489269363288214,0.033333035929649375,3.488852600856262,3.4681437681801297,3.501860476757596,3.4150581744328656,3.5929340409487187,0.6945043172653786,1.1261735520820517,0.3432134178765299,0.1546192811362514
KL,100,50,3.191296536285717,0.06376589303351614,3.1885103404516935,3.1408200623256795,3.2357709829241887,3.0734357756864474,3.3217668081822405,0.06664642652592664,-0.7193755239471002,0.40609041419859093,0.5655143349942527
KL,250,50,1.8995477955504187,0.19656152088056003,1.8565782440276375,1.7739408531329386,2.0301727707597688,1.5200958403045486,2.375111726748954,0.5617779135983968,-0.037963593876590984,0.4170062309499691,0.1152932692965728
KL,500,50,0.8716278995336012,0.11352518313595462,0.8686791876619009,0.7875238990431652,0.9401877938771378,0.638200516864729,1.101254486891319,0.12218604130499645,-0.2724986437979009,0.3475404247253101,0.6827691249895862
