quantity,epoch,n,mean,std,median,q25,q75,min,max,skew,excess_kurtosis,bimodality_coeff,shapiro_p
F,50,50,-12.459803069337731,0.23083830326488758,-12.4583867225931,-12.599753001453774,-12.34268757198709,-13.03365460513074,-11.897913407299026,-0.053716917524419684,0.31641307396015605,0.28578487929208607,0.8324390702394464
F,100,50,-12.273576333902076,0.21325809773743315,-12.273299405897927,-12.400151655719355,-12.182717468698744,-12.793937511249815,-11.719311822943189,0.23193754852660625,0.3040371902136658,0.3013549669222994,0.8559367215367522
F,250,50,-12.059012728487268,0.18921994621973814,-12.071662343595484,-12.187016155276762,-11.91050823445581,-12.467955332564884,-11.650813703322976,-0.023764591420576024,-0.5431903660035298,0.3776245043269609,0.8984023163830006
F,500,50,-11.801626099232877,0.21394055839885698,-11.79058050366444,-11.904188095086436,-11.665795401511158,-12.450441144554883,-11.24353066528158,-0.31759318615981785,1.5410603527340712,0.23255037047451874,0.2763574838265188
E,50,50,-0.01726156168842809,0.2281394583507229,-0.0092826967957646,-0.14208452829699225,0.10184208058431322,-0.6124352356677087,0.5169460293065099,-0.17363289286225825,0.33304288352755806,0.29216922613500307,0.7817190952916481
E,100,50,0.1395297742527676,0.20288071528176094,0.13400912361374223,0.013494632841790775,0.24260607213755833,-0.3607590538370938,0.6393797000768054,0.15132451982259815,0.1797683284801419,0.3032980218153355,0.8586603603625707
E,250,50,-0.039169403830491084,0.22329251385071902,-0.07490905212766955,-0.18834893281102855,0.13176475294745696,-0.5588476742120436,0.4245081383902908,0.03030369413553291,-0.51643524048482,0.3739815916235375,0.8603455312640387
E,500,50,-0.9352577689843892,0.2777949936513172,-0.9188778675069148,-1.069312957154041,-0.7783170712538381,-1.645103628855182,-0.2220298620682423,-0.30440841993247336,0.9498679624268465,0.2637574252539384,0.3374206496161767
S,50,50,12.4425415076493,0.011664164315353031,12.445027051232522,12.43568984763634,12.451478869364678,12.41287436606283,12.462041947186012,-0.7234295694810168,0.1071621801573861,0.4616239275565615,0.03948830095344655
S,100,50,12.413106108154846,0.018755321917676177,12.418373762040943,12.400972003021712,12.42715270977677,12.358691523019992,12.442728555450564,-0.766336299794969,0.19410910632369927,0.4686462790932835,0.02407755686537623
S,250,50,12.019843324656776,0.11929232623887988,12.042533144058899,11.9705168827563,12.113214807454455,11.74321856701982,12.193981809530836,-0.6703632918322933,-0.4171499755280963,0.5221756817858142,0.008858199672140164
S,500,50,10.866368330248488,0.16166825604642987,10.86094726823864,10.78262034180602,10.980319334587287,10.403374138583931,11.132234561169366,-0.611574240689667,0.8298534600926675,0.34156969393710174,0.07574960767790363
KL,50,50,3.614089164145332,0.007959690913055994,3.6122814292159364,3.60800308544431,3.6202911490472145,3.6020169733959806,3.633316809802023,0.7090991403153425,-0.21860776599381815,0.5052840559399764,0.01776675692481618
KL,100,50,3.6129474708404077,0.008013532028820367,3.611964138097351,3.6075576504489635,3.617104091684685,3.600922897101092,3.639384944102477,1.366497957740061,3.1730631725496163,0.45041936430872176,0.0003144926571369602
KL,250,50,3.5613423226454346,0.015610662080840759,3.5655486129615883,3.5501901181241093,3.56953329724992,3.529670668919393,3.594103594686508,-0.05801494537402411,-0.5372501448469467,0.3778345553595862,0.4964560015202683
KL,500,50,3.28935329757642,0.039907694149074656,3.2825819227373483,3.26219607910898,3.3209960355387107,3.165796121034425,3.385328687736404,-0.060352632298068136,0.9974376568271799,0.23951812185947152,0.23786390780524702
