seed,window,F_final,slope_per_1000ep,drift_over_window,resid_std,KL_final,KL_min
1,1000,-39.22076498938185,-2.070705779912742,-2.070705779912742,0.1296011682143596,0.6045162349575273,0.4383143375346933
1,500,-39.22076498938185,-2.376377990175502,-1.188188995087751,0.13905978753605883,0.6045162349575273,0.4383143375346933
2,1000,-33.783861946379126,-2.311134763922492,-2.311134763922492,0.21773664814698837,0.5338597394729617,0.370466478941218
2,500,-33.783861946379126,-1.264462082788718,-0.632231041394359,0.18582792065917098,0.5338597394729617,0.370466478941218
3,1000,-34.29754514675697,-2.2106468516563873,-2.2106468516563873,0.13351484073292758,0.5777595735857088,0.3618597789082604
3,500,-34.29754514675697,-1.9748943834427901,-0.9874471917213951,0.128125422381736,0.5777595735857088,0.3618597789082604
4,1000,-33.96022274697354,-1.6818358244053175,-1.6818358244053175,0.08730115682202808,0.5126321928263581,0.3798772385378172
4,500,-33.96022274697354,-1.362185387302341,-0.6810926936511705,0.07259017661928795,0.5126321928263581,0.3798772385378172
5,1000,-39.98749328863121,-3.0367864517119796,-3.0367864517119796,0.1452861732086173,0.6012629245203905,0.453931303152624
5,500,-39.98749328863121,-2.967274697900453,-1.4836373489502266,0.09259648043646244,0.6012629245203905,0.453931303152624
6,1000,-38.7148120865231,-2.0968960632538947,-2.0968960632538947,0.21575875017488305,0.6721876411200698,0.4306480596290993
6,500,-38.7148120865231,-3.193714666872319,-1.5968573334361595,0.14775493922641394,0.6721876411200698,0.4306480596290993
7,1000,-34.4284981488579,-1.9781388726323066,-1.9781388726323066,0.1652070395944112,0.5053604494280768,0.4522103357263984
7,500,-34.4284981488579,-1.8673933987267048,-0.9336966993633524,0.07390484217857322,0.5053604494280768,0.4522103357263984
8,1000,-36.06966309456871,-1.5795377648654414,-1.5795377648654414,0.1511106641710084,0.433192812288494,0.3505177248496444
8,500,-36.06966309456871,-2.263409938134601,-1.1317049690673004,0.09487360553105353,0.433192812288494,0.3505177248496444
9,1000,-37.79356953418182,-1.4661191343369748,-1.4661191343369748,0.16130988867585724,0.4719476381017239,0.4247470341270422
9,500,-37.79356953418182,-2.26262750313856,-1.13131375156928,0.10678377931940995,0.4719476381017239,0.4247470341270422
10,1000,-36.66134117534803,-1.9338166877189131,-1.9338166877189131,0.2180161526118967,0.5941337849049343,0.3900148825133289
10,500,-36.66134117534803,-1.2079842813555035,-0.6039921406777518,0.25410811984524273,0.5941337849049343,0.3900148825133289
