seed,F_first,F_min,epoch_of_min,F_final,F_max,epoch_of_max,gap,ar1_phi,null_gap_median,null_gap_p05,null_gap_p95,gap_percentile_in_null,null_epoch_of_min_median
1,-12.595776029621458,-12.989168561783735,12,-11.943151500731812,-11.421005036478585,450,1.0460170610519235,0.8880247911119695,1.0037967076537555,0.6679411528842134,1.3312884676235905,0.5785,30.0
2,-12.45692866347982,-12.90488190577454,30,-12.450441144554883,-11.538551183752723,408,0.45444076121965615,0.9493453377183741,1.1288451994667694,0.589740034281874,1.669337078705708,0.0225,79.0
3,-12.9532957751576,-12.9532957751576,1,-11.91642205096846,-11.223129716499432,459,1.0368737241891388,0.8901430278354852,1.2040256229332549,0.8817553419165602,1.5355325494054162,0.2105,2.0
4,-12.560172787224404,-12.935367114597422,50,-11.24353066528158,-11.138970848183398,430,1.6918364493158418,0.9231157473287529,1.0094939774625376,0.6480934776447754,1.4272447614758672,0.9985,51.0
5,-12.558122769348593,-12.861324492408,20,-11.771084006971275,-11.00921945175748,408,1.0902404854367251,0.9002169334381296,1.0158211878210048,0.6589091871758505,1.3891585768101928,0.6265,44.5
6,-12.771026888439051,-12.780555593140868,5,-11.504626395837848,-11.059029779089183,483,1.2759291973030198,0.9216159051054204,1.0770047817523452,0.7377450226329282,1.432400562721624,0.8045,7.0
7,-12.566724653431786,-12.81711208629488,19,-11.627184279615934,-11.43076778516683,354,1.1899278066789467,0.8707569909189105,1.0003377768236232,0.6762130650393943,1.3376369751944206,0.8345,31.0
8,-12.660719264662292,-12.749608145986416,33,-11.804082868292632,-11.3072985848721,417,0.9455252776937844,0.8747121595110449,0.97005927070939,0.7054146898451925,1.2629038312216463,0.437,11.0
9,-12.50413416638252,-12.797320792397224,41,-11.984766877010005,-11.342073235561951,297,0.8125539153872197,0.8896155699732916,0.9779102718980175,0.6541398633195754,1.3199396712387774,0.1995,42.0
10,-12.830461981609025,-13.157322158815552,14,-12.21641213271612,-11.305949154799029,457,0.9409100260994308,0.9057290029982691,1.0947574531208453,0.7846197343302632,1.4243128824576183,0.223,3.0
11,-12.583843516384205,-12.741199615879651,13,-11.775578096560134,-11.233316782495626,435,0.9656215193195177,0.8047096201540479,0.9865608372833341,0.6919400371616036,1.2744886746504813,0.4515,18.0
12,-12.677010299452936,-12.7271589208898,90,-11.638227929914144,-11.23119415441376,437,1.0889309909756548,0.896299353979157,1.031030413652756,0.7013635464520633,1.366977535700596,0.618,17.0
13,-12.748939306305193,-12.816843350326607,125,-12.225968581169903,-11.350952187836947,328,0.590874769156704,0.8500269338933127,1.0455507310367862,0.741238428314843,1.3705789663002848,0.006,7.0
14,-12.692179652660435,-12.835152274273238,2,-11.738639496228842,-11.248444361824646,320,1.0965127780443957,0.8727858535318925,1.0652946023546477,0.7026683841274785,1.445030789920735,0.558,17.0
15,-12.36285710801179,-13.03365460513074,50,-11.619668466795728,-11.273193216313835,359,1.4139861383350123,0.8812113036911257,0.969131131029485,0.6338780967864238,1.2952604324456005,0.987,50.0
16,-12.785783238723804,-12.897028411058525,2,-11.643884544117917,-11.273391810927672,439,1.2531438669406079,0.8806774548009656,1.0505618479965229,0.7397918519496307,1.344200350033184,0.8645,4.0
17,-12.74649502919238,-12.88788639483434,96,-11.830691559412395,-11.481065341047628,471,1.057194835421944,0.9229510768957467,1.1184492069252654,0.6872447850957161,1.5602280581015242,0.421,21.0
