quantity,epoch,n,mean,std,median,q25,q75,min,max,skew,excess_kurtosis,bimodality_coeff,shapiro_p
F,50,50,-49.88276433112251,0.36556148610352657,-49.95735693572696,-50.12826520805568,-49.66848338756557,-50.55112023838392,-48.68928729119949,0.7954380720332448,0.964088343057234,0.3927731684154005,0.050216475833507794
F,100,50,-49.846269442961955,0.43281512737733996,-49.848810348784774,-50.207647576746695,-49.47353988205046,-50.9344441165812,-49.15490263049024,-0.21359083636089107,-0.643135252207911,0.41009830540918435,0.23970579974947798
F,250,50,-49.75875818047912,0.38792595135831875,-49.71733036595631,-50.05390608773543,-49.51248092789654,-50.82170588088875,-48.962436463401644,-0.2312599216406614,0.12209614081378861,0.3178003234697162,0.5108213098498964
F,500,50,-49.69384855224901,0.376702053386727,-49.78625940519054,-49.89149955793689,-49.44212570772014,-50.52939263927762,-48.9383715440412,0.06414589730666327,-0.3995696253381227,0.3594790539328024,0.49805126674434524
E,50,50,0.004070061481275019,0.3598063290132168,-0.06800178790928504,-0.23593669904068731,0.2147566293679225,-0.6685781772669687,1.1525252882146328,0.7350956259748098,0.7818881631693806,0.38754188884195057,0.07227720402136474
E,100,50,0.03452719771480508,0.4313096861803726,0.028902146552873348,-0.31840970793162116,0.408377867753059,-1.0659868252712286,0.6975870149268893,-0.2619866372729955,-0.5950921102584177,0.41137385960826356,0.18936672163102247
E,250,50,0.12176136654562725,0.3850822698039575,0.17104827762730718,-0.16477969218608945,0.3676781293583117,-0.9576913843473578,0.898366086680409,-0.2800696286507539,0.21098643437485531,0.31683331215513433,0.4459519777113322
E,500,50,0.17535490659036237,0.3712462344950521,0.0930803266132871,-0.029307198007914,0.4271961698981686,-0.6532377160229025,0.9030471470026248,0.04202651024884322,-0.4276274747292832,0.3622773194740733,0.5503710425961565
S,50,50,12.471708598150942,0.0024713874723661777,12.472352150304918,12.4704606382554,12.473432622933004,12.46045314485353,12.475237214752834,-2.0490179759118856,7.693330000559907,0.4775310896645835,9.92981399250822e-06
S,100,50,12.470199160169193,0.0026935148903131727,12.470742213564868,12.46835094266612,12.472337229713638,12.463122411354284,12.4746894428972,-0.6038792162707106,-0.14010042580424642,0.44703434270015224,0.08304421737238976
S,250,50,12.470129886756183,0.0026459512397898387,12.470728631027661,12.468141901473773,12.472280057538567,12.462964509689996,12.474845019395566,-0.6078269362736015,-0.36317754018973636,0.48396714984214473,0.021179418802398285
S,500,50,12.467300864709843,0.0028433233469959416,12.467881260815478,12.465343929731944,12.469403133872516,12.460354672760952,12.471928402968103,-0.6104048850912158,-0.17588764862983108,0.4549636356025476,0.06510893102852067
KL,50,50,3.603216814284933,0.0018681352245041515,3.6028715987745064,3.6019215629471337,3.6043976863995657,3.6002550158034814,3.610204186508565,1.2078595896323485,2.775613772681984,0.41198834276253615,0.0036152943538915543
KL,100,50,3.604383476486206,0.0022849605867953115,3.603769999129792,3.6026037693462563,3.6060776217872355,3.6004617243196315,3.609830478409509,0.4154772260624743,-0.6987765461083888,0.47016892335641475,0.06978955192764921
KL,250,50,3.6037408970770857,0.0022683312208655144,3.6030881949044167,3.601951553158542,3.6057154865673318,3.600037254370065,3.610936121018238,0.6794345381172483,0.37255068633363964,0.4099522235050237,0.01681556270459689
KL,500,50,3.603316218457567,0.0022200789346289796,3.6032949309368854,3.602038683155521,3.6043938093471217,3.599291699595653,3.611709186537788,1.0883728487191686,2.9329644761148437,0.3566164904838417,0.014010257466625197
