epoch,1,2,3,4,5,6,7,8,9,10
1,-50.01373529703026,-49.89539323102543,-50.39488223491838,-50.01604104054554,-49.99331374811047,-50.24284958515062,-49.99575042312819,-50.11941398871373,-49.95508890949592,-50.23287720852295
2,-50.135975078722986,-49.672047553767726,-50.41414970042487,-50.01447340571362,-49.99315211450085,-50.24771353244687,-49.8393760176004,-50.01822708956031,-49.817107650839546,-50.0943383229315
3,-50.11912098667434,-49.68707884771578,-50.313573906653815,-49.945102623318064,-50.24215674860403,-50.32515683028207,-49.89091763399062,-49.9862901753787,-49.76516268426933,-50.080113859483326
4,-50.26252968624036,-49.48524473845171,-50.1198367475657,-50.12262633496561,-50.19369726711432,-50.35616807616913,-49.78876800480195,-50.0010015974122,-49.81305566426374,-50.02833718213983
5,-50.24387369565056,-49.45238515557123,-50.11864077461558,-50.28274636520433,-49.93246257517424,-50.372251969950106,-49.76958315413257,-49.98151026150616,-50.05493271939119,-50.17191267279989
6,-50.21579213317024,-49.414971254829645,-50.265339964312616,-50.42627946700486,-49.98662775624805,-50.33598053696685,-49.75086361798674,-49.99821640458172,-49.933798822454776,-50.12292258121245
7,-50.22963177963502,-49.32909044868463,-50.121629262208295,-50.40353221878551,-49.8473417166089,-50.33586504980176,-49.64849816809296,-50.01564260808313,-49.864942039371535,-50.13731975810129
8,-50.19861894886071,-49.22635441492732,-50.25562618429165,-50.44169355825064,-49.86045929519892,-50.456818844074114,-49.80176862673882,-50.09951720379702,-49.76476647398542,-50.11848341611843
9,-50.26621833839671,-49.22493761582687,-50.22157035991488,-50.35268031903739,-49.94868825440265,-50.51398788328255,-49.82596374193832,-50.27394196933349,-49.86601742078339,-50.12195440581437
10,-50.38469936387829,-49.16069813497636,-50.34303916718099,-50.33683119987776,-50.06586573202756,-50.49353721171376,-49.78888695045264,-50.25694141949298,-49.72725910081934,-50.01374822853688
11,-50.25841889519485,-49.25638432398339,-50.204172901689255,-50.39577063892473,-50.25383058177327,-50.43677052795609,-49.94752699498874,-50.144358717885375,-49.76186154462943,-50.04932259500416
12,-50.29697028062622,-49.21014075304991,-50.20694085671109,-50.30489639329222,-50.19841372161051,-50.32860135792215,-49.772575522665335,-50.14769304811721,-49.81860093575511,-50.021024287932825
13,-50.14181923800193,-49.14469156165824,-50.24327372673629,-50.42491325204018,-50.12738642249312,-50.2609787716629,-49.51367877452715,-50.14551093799018,-49.97650960446183,-49.83945000256947
14,-50.12960491297528,-49.30384074628889,-50.067197692149215,-50.47997938536446,-50.19731537322796,-50.29928342931879,-49.62648049247732,-50.03941522786131,-50.04664851642786,-49.74081633218766
15,-50.12604140138869,-49.27447531386043,-50.05950782076096,-50.42034298296158,-50.16449679443493,-50.30031994905579,-49.493974538429605,-50.07418304291557,-50.00726644912774,-49.91237019731824
16,-50.21237958624734,-49.34287192303213,-50.00198072578848,-50.33292815200561,-50.13216606381583,-50.19981692872166,-49.62056931885855,-50.35130225756054,-49.9219818583118,-49.89234546224907
17,-50.073126470111326,-49.341771047555646,-50.01974348972539,-50.41402728491399,-50.08334757503214,-50.2196880393484,-49.53418108536584,-50.4941262126601,-49.94537019830869,-49.690273972114
18,-50.02179418106945,-49.48851622579087,-49.96799717308164,-50.31380996713085,-49.94059818834238,-50.09798675093536,-49.58698670534877,-50.600537295496295,-49.821395721590605,-49.68568778570185
19,-50.00005657225119,-49.40383429980867,-50.17333951384471,-50.202047524796576,-49.95623316433457,-50.05783597626226,-49.585121500446974,-50.54845605200745,-49.81972151218282,-49.59450474144415
20,-49.99991520854751,-49.48862584392472,-50.04696994757607,-50.4036369170221,-50.082251824382325,-50.04243611567767,-49.59459890782126,-50.620479055221445,-49.70143522523309,-49.770208414143966
21,-50.19682234450877,-49.46903045152677,-49.82148820651557,-50.275835822193,-50.16528586174145,-50.100043530368616,-49.53385282795517,-50.61965319310273,-49.4848426303191,-49.619338871406384
22,-50.215431754209234,-49.46026607087953,-49.68524304364134,-50.19419552107657,-50.05647222856559,-50.06849285448549,-49.5159029497618,-50.66118558574195,-49.52631031177466,-49.71117333738951
23,-50.18038255823637,-49.40903239174174,-49.768020080641854,-50.11040063360242,-49.95531415373616,-50.00950133493399,-49.60047438784601,-50.68121739471498,-49.64960852910304,-49.57224553989032
24,-50.2653189870228,-49.290435481819145,-49.7516368263128,-49.958308153063314,-50.01196519768999,-50.162270269405305,-49.536274447736766,-50.70599855057372,-49.62958894678899,-49.52138967931478
