epoch,1,2,3,4,5,6,7,8,9,10
1,-12.019330004292597,-11.92928136571293,-12.316568701046316,-11.989394492153917,-12.017209417633032,-12.180518530491602,-11.97129288361322,-11.929365707622305,-11.84103870628896,-11.78701875803111
2,-11.86869882301695,-11.858156706277317,-12.28206590338812,-12.003219082202891,-11.85933395771084,-12.192702689765476,-11.961112550756328,-12.00109186702205,-11.901871424181603,-11.709249894117352
3,-11.772996611642514,-11.953768614143822,-12.36485022148706,-12.06620772487961,-11.923456525527396,-11.97432719100102,-11.970151490411409,-11.92188282344681,-11.775435945637325,-11.794923248542505
4,-11.861377835013418,-11.860693087162156,-12.223115606337595,-12.19996479468391,-11.751632409621642,-11.945860588469683,-12.011710716018674,-11.947690857611123,-11.93369178320191,-11.825041277763813
5,-11.939634502094943,-11.979147832022822,-12.337033794190406,-12.25616677177752,-11.722372612034592,-11.704114205676104,-12.02358893757398,-11.800803586325946,-12.056500111208992,-11.868025451521946
6,-11.80102563881765,-11.623946963290717,-12.226877714835004,-12.167335615179224,-11.746384553911566,-11.69630682462748,-11.996727117128128,-11.811474438796742,-11.870788276265252,-11.892202550577462
7,-11.742477669599326,-11.747896671689633,-12.104909279089403,-12.054636642861505,-11.839646433485472,-11.786815338459364,-12.029059362960371,-11.78506300706626,-11.83862707177832,-11.815625881072348
8,-11.777161342204437,-11.771544328407174,-12.167065166235194,-12.075796045690302,-11.910539698553713,-11.801633393742431,-11.949574318491557,-11.77432456592112,-11.852783867472484,-11.821469255862748
9,-11.76207607646879,-11.898824599408172,-12.006282337720693,-11.914594384554258,-11.732914507576512,-11.87423807264268,-11.90893254448763,-11.798038667811657,-11.936837519723897,-11.881791941440706
10,-11.918481466273985,-11.929758346779304,-11.962385794623994,-11.92168755234264,-11.84844747960732,-11.866082783308956,-11.803985479765878,-11.8255740741166,-11.723783315449356,-11.879157688787256
11,-11.881471053641732,-11.967535886795815,-11.936242285092586,-11.908860478055548,-11.717003218475943,-11.70025619330941,-11.698262578288205,-11.897746714340345,-11.712601701602916,-11.82090690659884
12,-11.800273617746782,-11.860995500418454,-11.935555118249132,-11.756426915941583,-11.87728686308748,-11.780262049959052,-11.760996786552912,-11.842493824380778,-11.75738794185521,-11.897360449402
13,-11.74151202804044,-11.780031350296548,-12.104994901842511,-11.758720215987063,-11.816250626772597,-11.839531293772156,-11.93852542218036,-11.95244920552857,-11.896774444058734,-11.915150829957277
14,-11.78951383700158,-11.801011256858995,-12.07620995677653,-11.717049026530653,-11.809108324411795,-11.877540074821964,-12.011076107478,-11.925861380023628,-11.76178105364096,-11.985509231927098
15,-11.848253588500343,-11.837523981691843,-12.14393253131779,-11.834313040707896,-11.85864944800174,-11.980618842152609,-11.86545040350281,-11.947702684418912,-11.88433227072267,-12.031686040822306
16,-11.953737485841776,-12.051577672576848,-12.012915028392204,-11.663396575091394,-11.879886743524247,-12.021017395039047,-11.846752545771198,-12.03335382938387,-11.695826408286816,-11.89498899144076
17,-11.89664185629164,-11.81254365250333,-11.992103960092502,-11.743881905786017,-11.98389714588932,-12.077048729007307,-11.682802284398,-11.960721835024623,-11.750322574876762,-11.91411520452269
18,-11.88237726506171,-11.883677225851914,-11.86559002115918,-11.668622734467885,-11.835127510411215,-12.06414269608936,-11.61676419427646,-11.910741713218028,-11.904041322530569,-12.000136225901208
19,-11.95730895484556,-11.943332835656149,-11.655471904778013,-11.504400716102548,-11.81351248677858,-11.853143795751274,-11.698740912225349,-11.919156138298838,-11.97662605211704,-11.930287898706457
20,-11.863460033241438,-11.89368440730193,-11.748935374800013,-11.556176666450993,-11.818225586939526,-11.821394172245396,-11.73796161085927,-11.994050539466976,-11.9372672139163,-12.06136289829026
21,-11.954558105214248,-11.81506188670538,-11.745055557641674,-11.68265349388112,-11.777829705376336,-11.744440658694174,-11.56686659436484,-11.947848974555722,-11.923086941387972,-12.199329233715664
22,-11.83077423733726,-11.906184697164395,-11.759831219428902,-11.846486065537857,-11.793395766527832,-11.694650740256634,-11.57633515264568,-11.87107884802684,-11.97160035186572,-12.194010677737191
23,-11.79868067988238,-12.10006725525331,-11.64348089391099,-11.902816412567402,-11.748311410598554,-11.794732849211544,-11.596836567674194,-11.7465002851081,-11.966487633361256,-12.168097505316087
24,-11.878747716682811,-11.939491678289803,-11.544548042598576,-11.799395495987271,-11.564904423930146,-11.881370169183526,-11.554579501907916,-11.795311891222475,-11.959629253164277,-12.19583844823926
25,-11.879675070753969,-11.996081781660788,-11.451654190159612,-11.77884237724414,-11.739523790519202,-11.868239402680272,-11.610931474742085,-11.74850566443408,-12.10054080016188,-12.120329089421215
26,-12.001608206594648,-11.97387896217132,-11.460533716270126,-11.710583656077832,-11.65707209432624,-11.843539331388069,-11.580436774530895,-11.656709880122005,-12.074762342248022,-12.003295239503752
27,-11.76510616962251,-11.997390542122616,-11.437271239879967,-11.772540269619968,-11.56079853879459,-11.91287674216968,-11.57727878550442,-11.69353514321232,-12.143343554682906,-12.01956421354928
28,-11.842537332957557,-12.030921037940372,-11.554065122354448,-11.672252231319092,-11.5524482749113,-11.795202549606431,-11.771638958112094,-11.81025537587473,-12.22839110549536,-11.878338312691607
29,-11.984312924772142,-12.00060619793602,-11.45461003570985,-11.676379898737746,-11.550732300308466,-11.63426110748104,-11.70008473014397,-11.627108227253329,-12.108466504524031,-11.835196828267936
30,-12.03743774541674,-12.017726060554256,-11.50243995912125,-11.705961009796924,-11.54159482637574,-11.867529021312428,-11.812516364186742,-11.514282646678172,-11.958464799872326,-11.880329417289175
31,-12.0690633349783,-11.996313840114054,-11.499033112038948,-11.746976370074393,-11.501646427266872,-11.798945377285207,-11.566817565894755,-11.591265366790587,-11.92914647972967,-11.77776879482606
32,-12.009019030527568,-11.980974435126928,-11.641548625399732,-11.66757599592035,-11.51306664350067,-11.828604104203189,-11.693079608151896,-11.664325139506532,-12.026813808778972,-11.90920516372487
33,-11.8951893747354,-11.944639310668869,-11.501996173810314,-11.695826904912812,-11.505136203167831,-11.812878145104412,-11.644492391304905,-11.541665268057608,-11.88792599145218,-11.986169438909515
34,-11.954043410401066,-12.046719062014423,-11.527035143133126,-11.694686035209251,-11.499986514826194,-11.842374014194858,-11.510935233312834,-11.460121835762836,-11.959862555808051,-12.012192870435532
35,-11.849211548780282,-12.011293401381876,-11.465198592994094,-11.651110343126344,-11.45652594421563,-12.021842126952617,-11.412204182935076,-11.405358433456072,-11.882086247373184,-11.84590295593168
36,-11.890430488095726,-12.070470697801468,-11.27024007841876,-11.600206062656328,-11.480771747040867,-11.96364614284242,-11.389398302841776,-11.36804531982277,-11.948642305699522,-11.848491691978426
37,-12.031446199528585,-12.140022354838068,-11.27195184176833,-11.626041380793623,-11.483181613867249,-11.976493333226204,-11.430840054977695,-11.310930134762964,-11.862331695516056,-11.99722431669258
38,-12.167403892414534,-12.156228204100216,-11.315585989879564,-11.582682676275605,-11.495762510135275,-12.107942631415012,-11.42691369443462,-11.174181879607008,-12.020613283807489,-12.021639847860309
39,-12.21038972778588,-12.019156075379424,-11.289636912532892,-11.432923168212236,-11.527420420766806,-12.017789597354126,-11.4375017432042,-11.158951492446572,-11.70579331156194,-12.085716112757884
40,-12.15462065876303,-12.048131521673254,-11.30109264853001,-11.583982651331857,-11.501110501948371,-11.975225205547742,-11.445748208332644,-11.176970494840091,-11.736426459820368,-12.033278745961894
41,-12.018540716963177,-12.103117155445412,-11.365665840009944,-11.523971110093358,-11.487551929690117,-11.769334265130288,-11.46881045865152,-11.123732515997268,-11.6382067724625,-11.943813095997683
42,-12.062658071089452,-12.09471475909526,-11.28190684211289,-11.428420514784934,-11.501038490662165,-11.928841066779263,-11.440303646392444,-11.17267043630974,-11.68446803010521,-11.94517496839368
43,-12.186466556996743,-12.108078052807976,-11.284251928635925,-11.394985387638313,-11.349012847227382,-11.836404258081812,-11.381010251390652,-11.140662389672112,-11.783603085335985,-11.870157758619236
44,-12.070398046705572,-12.056753740650022,-11.436739751796551,-11.383509087183796,-11.298857265004632,-11.738051637405803,-11.312073674217968,-11.134297543106362,-11.75204538796032,-11.911507677865355
45,-12.100145912883306,-11.997632871999324,-11.509495651079192,-11.324957072005246,-11.389717603176488,-11.809684441050925,-11.316310293710812,-11.21026779445686,-11.823012133216563,-11.985186245537689
46,-12.047497003611015,-12.032114589940594,-11.60078742200601,-11.40493391847889,-11.423618864050312,-11.886368438817737,-11.308639302975664,-11.242278695467482,-11.81420160930337,-12.03748367106552
47,-12.073385147633251,-12.071192885114495,-11.768452703080174,-11.460128719336076,-11.43799908888168,-11.817397142562577,-11.310372226975646,-11.215958412189677,-11.82782961167363,-11.917315630867089
48,-12.04207448738467,-12.0505041901214,-11.7665104646887,-11.514768459330952,-11.42283926208428,-11.88210728187495,-11.350939723357698,-11.199606795394876,-11.86803111745664,-12.092515213787776
49,-11.934098722461329,-11.993334894747674,-11.653888411957734,-11.508358716303254,-11.407847619953392,-11.935983755944209,-11.399118661130023,-11.31842951563173,-11.781761996867951,-11.944182312784251
50,-11.822558358061508,-11.899520413673818,-11.759011529220304,-11.399478734937306,-11.33213105923799,-12.01099604361936,-11.395323709766854,-11.38301892366598,-11.685212033696663,-11.895189312474402
51,-11.879256034245708,-11.850204241465295,-11.799957913131854,-11.407732122627923,-11.40062595047048,-11.96219211153727,-11.456907289365247,-11.382506730372574,-11.732761587663814,-11.995896234470772
52,-11.75998037299406,-11.800621747447682,-11.82077572023533,-11.498277046388722,-11.467034253394935,-11.7376059589727,-11.51447956836238,-11.375119736129616,-11.74151999493166,-11.996707747448992
53,-11.878938547986614,-11.587377004960468,-11.858400178055758,-11.524249684145406,-11.471988291802436,-11.70568520648304,-11.646999524933957,-11.459225731611877,-11.66334128478642,-11.875882159178929
54,-11.8520033394865,-11.638603795709177,-11.70992395001302,-11.731607160110636,-11.5185074337321,-11.650733196636857,-11.62167011203024,-11.516831764324492,-11.667919568351756,-11.849090069026678
55,-11.78977476753334,-11.645723971191568,-11.696584547943088,-11.64420996597874,-11.500998034489328,-11.69843277449838,-11.618532746823478,-11.588929054546336,-11.539780961096344,-11.790454936275664
56,-11.836484956636696,-11.594811337694694,-11.740771719852948,-11.732439698873367,-11.51332625295299,-11.740698318496907,-11.626492428318333,-11.562022317854789,-11.4859230262809,-11.665964018938936
57,-11.979338354641074,-11.50757892099552,-11.6068362160806,-11.825292794221587,-11.512265385858708,-11.803451472686904,-11.639704269457429,-11.636129015786794,-11.517262269717971,-11.571585119093598
58,-12.040187189342753,-11.637189218387444,-11.62713178707463,-11.868313261247744,-11.55459141899989,-11.843459958084908,-11.834371479570132,-11.652894166366686,-11.569629032358767,-11.632845717989747
59,-11.94350470843014,-11.516793560043062,-11.616881845414822,-11.980026464062092,-11.55262599173954,-11.81229846380393,-11.79334560604295,-11.661619803025182,-11.58258742443713,-11.55776070638271
60,-11.904326123114672,-11.464046644185215,-11.718161596538156,-11.9773736604233,-11.683016743431464,-11.769764442641677,-11.76624396650906,-11.702488848764563,-11.66572976071272,-11.640172707206276
61,-11.804294335484435,-11.636518019901986,-11.770749578078496,-11.926486726591454,-11.721866374132755,-11.786448319842927,-11.789049948896157,-11.6881391500277,-11.67129191923648,-11.604811854622094
62,-11.925402734968332,-11.724259481318372,-11.779199214914373,-11.885351508474033,-11.913369972727802,-11.646238879374556,-11.792402752504213,-11.567460922927577,-11.662306219265751,-11.61679796599245
63,-11.850539789299065,-11.747330120470911,-11.814314058689996,-11.96368088426764,-11.87313103264601,-11.792679020463911,-11.819815777998333,-11.613618842466062,-11.53462138021774,-11.62063601674065
64,-11.711418554752916,-11.838023164139033,-11.765670253040598,-12.121986265304727,-11.76246101887769,-11.750847602721633,-11.646138419797072,-11.6226192861326,-11.389603937759578,-11.69136955844548
65,-11.662137892987651,-11.732494164128424,-11.646793783878524,-12.160634168526318,-11.658871536929002,-11.782812396394393,-11.661349969602904,-11.735046278546662,-11.354936323625347,-11.625819325382878
66,-11.701087648545505,-11.653566947347668,-11.67612315884953,-12.058582516881902,-11.600721227319715,-11.77685197187157,-11.756183358179875,-11.708867497990864,-11.534761029331197,-11.644486890279936
67,-11.71277026006178,-11.582760232270406,-11.673162271198212,-11.988614997129192,-11.72300532980447,-11.705151513937809,-11.747667766008952,-11.703312916126311,-11.335952243781453,-11.800208688670295
