epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,-12.019330004292597,-11.92928136571293,-12.316568701046316,-11.989394492153917,-12.017209417633032,-12.180518530491602,-11.97129288361322,-11.929365707622305,-11.84103870628896,-11.78701875803111,-12.036838498256914,-12.179397393688063,-11.984324985440146,-12.010809857608717,-11.765132893513988,-12.15282129346338,-12.053441235000156,-12.04926884026653,-12.072325032001949,-11.97590407210823,-11.92068674860642,-11.949024293935963,-12.023965834581793,-12.116281386097302,-12.111793018824,-11.764570308712626,-11.99155131069574,-11.96308640147671,-12.00023129926258,-11.978280308581647,-11.963215651222525,-12.059276828252342,-12.06010017229132,-11.880999389121408,-12.205124795024926,-11.987689586090733,-12.001874538211682,-12.001934587436937,-12.023367498575086,-11.94226816277544,-11.980758784466008,-12.060311964626536,-11.970738720770449,-11.897200017620284,-12.065843034610936,-11.883252460020993,-12.078569134518416,-11.860753613536888,-11.936192097726622,-11.945198139268902
2,-11.86869882301695,-11.858156706277317,-12.28206590338812,-12.003219082202891,-11.85933395771084,-12.192702689765476,-11.961112550756328,-12.00109186702205,-11.901871424181603,-11.709249894117352,-11.898152172852493,-12.178771681248854,-11.885391742385488,-11.936686624255705,-11.742234380644916,-12.245968803345267,-12.239097522843656,-12.104576401192952,-11.954311182748132,-11.917600503480736,-11.96318603230834,-12.081018358179298,-12.071813617354122,-12.056939673566688,-12.120690028503278,-11.701956940586976,-11.736450596418331,-12.095600084794802,-11.974014538846191,-11.614377594793284,-12.057691826555208,-11.992190430404056,-12.013705748603014,-11.718799971178676,-12.181371789893024,-11.893813587685278,-11.969313407515587,-11.96405227953413,-12.074653529771911,-11.805479980844115,-11.852917216740526,-11.949408852691606,-11.940192675678563,-12.0343696041137,-12.276852499143285,-12.008943876149363,-11.902772238472572,-11.92165784286044,-12.029083453697847,-11.917243819416203
3,-11.772996611642514,-11.953768614143822,-12.36485022148706,-12.06620772487961,-11.923456525527396,-11.97432719100102,-11.970151490411409,-11.92188282344681,-11.775435945637325,-11.794923248542505,-11.683540419446738,-12.1347723493723,-11.839905684652344,-11.934279280659638,-11.645444404543015,-12.201200373940363,-12.281652086664511,-12.02405253341913,-11.921121052956666,-11.955466453056816,-11.771857920222454,-12.060718788742696,-12.118174401736068,-12.10389005291731,-12.258301679953137,-11.884017095020823,-11.884840362861532,-11.981758075264397,-11.983440456254389,-11.619548102328364,-12.068522531504728,-11.92514485566581,-12.014656885735612,-11.674511278742417,-12.148256354907062,-11.801199607699086,-11.979358601332237,-11.9786135436394,-11.858790585128643,-11.85633039150709,-11.83858700168776,-12.01889867487807,-11.860516486047606,-11.846726638807317,-12.212121674740656,-11.912042883271042,-11.805183063431816,-11.970567232843123,-12.034318621417512,-11.93758338110916
4,-11.861377835013418,-11.860693087162156,-12.223115606337595,-12.19996479468391,-11.751632409621642,-11.945860588469683,-12.011710716018674,-11.947690857611123,-11.93369178320191,-11.825041277763813,-11.618498759633557,-11.998223760964722,-11.798707177364689,-11.97616194619006,-11.604565116421949,-12.295984201796982,-12.149738547720606,-11.991512967893843,-11.883004269521336,-11.928997075409844,-11.807901905989432,-12.025478295796727,-12.096119376982903,-12.113603315050463,-12.160015227457176,-11.794800303256936,-11.790499674209924,-12.009239948530826,-11.925892933879702,-11.578599254094472,-11.94928000013373,-12.03883798358005,-11.814487659170036,-11.683713192182822,-11.90835320234824,-11.706072326091862,-11.85796751267944,-11.98179724924626,-11.89008376377072,-11.735006936576728,-11.633549408708758,-12.117664263910306,-11.76765717235446,-11.877454242479311,-12.16122490868443,-11.918000340163164,-11.884162285581931,-12.017414113309751,-12.116528506359495,-11.98886417303125
5,-11.939634502094943,-11.979147832022822,-12.337033794190406,-12.25616677177752,-11.722372612034592,-11.704114205676104,-12.02358893757398,-11.800803586325946,-12.056500111208992,-11.868025451521946,-11.484347658742932,-11.885590676027114,-11.676850000120156,-12.07820085924942,-11.683321088107943,-12.281988518862349,-12.080552234490671,-11.965152636632208,-12.015971657367112,-12.004392766981596,-11.77767818053109,-12.011314946444683,-12.100290091985524,-12.036885895252402,-12.195799977188326,-11.876999135133694,-11.64491452553284,-12.069620081850998,-11.898742934101946,-11.53510351680445,-11.779287875668253,-12.007614538689207,-11.72416447986404,-11.772621935651074,-11.784885974398115,-11.60744796536736,-11.90429071701243,-11.766206500243545,-11.869985134376783,-11.646507694320228,-11.724628589017358,-12.18014755409118,-11.74574983434369,-11.85359764098561,-11.994473779597648,-11.911871552453196,-11.868711457723055,-12.026285399609469,-12.076660907747014,-11.948449735154124
6,-11.80102563881765,-11.623946963290717,-12.226877714835004,-12.167335615179224,-11.746384553911566,-11.69630682462748,-11.996727117128128,-11.811474438796742,-11.870788276265252,-11.892202550577462,-11.540676767474686,-11.867808136803502,-11.668387131184472,-12.174050844491786,-11.70401092549676,-12.208802923031056,-11.98500317925822,-11.820679015182362,-12.00821986178,-11.875301049584056,-12.037117823155238,-12.048301346826982,-12.027712948102955,-11.916319914372112,-12.094607567644992,-11.83641239506111,-11.755019292334946,-12.035143281598588,-11.87202288510135,-11.393113049299156,-11.645212488826878,-12.002376377906318,-11.648768868473478,-11.690977809914704,-11.711740014205162,-11.63235283455504,-11.809752827944534,-11.756873521732548,-11.867012415011857,-11.663163032306954,-11.846156135531013,-12.160345918417503,-11.833839938173844,-11.886319641179307,-11.962511210792728,-11.814612879070944,-11.828881091453662,-12.114100218935937,-11.92946083515835,-11.84537163952552
7,-11.742477669599326,-11.747896671689633,-12.104909279089403,-12.054636642861505,-11.839646433485472,-11.786815338459364,-12.029059362960371,-11.78506300706626,-11.83862707177832,-11.815625881072348,-11.52049833775381,-11.870612946162352,-11.777457953041615,-12.105079402260593,-11.790130328641194,-12.27054512185386,-11.984097079985316,-11.91265872538564,-12.01590656662184,-11.742299449084664,-12.087662817561409,-11.8803783337743,-12.164686515919309,-11.933780607756246,-11.988924042392188,-11.805812072586678,-11.706398911193638,-12.064436815604166,-11.839557646940708,-11.442757980977106,-11.654679357981363,-12.190681654026973,-11.710070748727125,-11.687912092453908,-11.722808658167692,-11.622171479102612,-11.830458736157638,-11.70558483588846,-11.73279474641422,-11.607530178896372,-11.730907947251431,-12.042291453175418,-11.82887706645631,-11.89878129967259,-12.08454669078222,-11.78078268532295,-11.817924823929044,-12.02557827491183,-11.894577159898544,-11.74826254223788
8,-11.777161342204437,-11.771544328407174,-12.167065166235194,-12.075796045690302,-11.910539698553713,-11.801633393742431,-11.949574318491557,-11.77432456592112,-11.852783867472484,-11.821469255862748,-11.545953458411324,-12.13351415241633,-11.626031765992954,-11.93945106591775,-11.840681791590878,-12.370360306505376,-11.920672795969612,-11.948426797608336,-12.007832929752436,-11.898111550364703,-12.05874447158819,-11.992343187238632,-12.230261728268443,-11.99650083661948,-12.109571848012749,-11.770365978414588,-11.664692503367467,-12.019700193579046,-11.94093445765098,-11.345052087483472,-11.659815642457453,-12.087080346368014,-11.693984791048775,-11.72213671807594,-11.793853877777549,-11.679793678247348,-11.861223672996989,-11.787453696499265,-11.725416738956191,-11.757478412439934,-11.66819673954106,-12.172570544354963,-11.756460876947788,-11.909336335236604,-12.182199468093025,-11.758928292248411,-11.838174355917136,-12.105435772706477,-11.863166968284236,-11.740545077281984
9,-11.76207607646879,-11.898824599408172,-12.006282337720693,-11.914594384554258,-11.732914507576512,-11.87423807264268,-11.90893254448763,-11.798038667811657,-11.936837519723897,-11.881791941440706,-11.513385690324773,-11.862660504693087,-11.438577112439177,-12.027216055128674,-11.612807934581555,-12.311984279064884,-11.97264091919108,-12.070828638377368,-11.99672116022363,-12.023003199854625,-11.955579375032206,-12.000804781931649,-12.071818291165322,-11.811141181477902,-12.196618877940908,-11.693529703957896,-11.845887765709042,-11.944449783126762,-11.907374661567967,-11.28110532980917,-11.611635898534107,-12.074269314154062,-11.517623110902456,-11.679913585262334,-11.745029723533005,-11.78201715462451,-11.815943349045922,-11.821435231243289,-11.758727953791414,-11.81835701611826,-11.661475281763224,-11.990174624832092,-11.758833461908386,-11.85363712159797,-12.063186450064729,-11.721505600299713,-11.813288442196574,-12.036098230969658,-11.746227011484809,-11.71479634075696
10,-11.918481466273985,-11.929758346779304,-11.962385794623994,-11.92168755234264,-11.84844747960732,-11.866082783308956,-11.803985479765878,-11.8255740741166,-11.723783315449356,-11.879157688787256,-11.523340413671768,-11.75835289325185,-11.377986469089883,-11.88794984533928,-11.58691531848531,-12.28315586300974,-11.948277424218707,-11.992916099724097,-12.157323782614124,-11.992672076975,-12.04333777423346,-11.8278173313674,-12.09458771721653,-11.902220985034056,-12.116798091350862,-11.893352757593329,-11.82604183119065,-11.83860342148894,-11.87499698031426,-11.19135074684752,-11.71412796577337,-11.964901175388228,-11.53521784762008,-11.894846809597167,-11.68686882880353,-11.850751746767347,-11.872512440862511,-11.734889156894928,-11.68691421537262,-11.78876235639261,-11.577184383576212,-11.853234665127417,-11.775840203776598,-11.869525432935305,-11.99525719313539,-11.623215593878484,-11.749983253243537,-12.108948270140376,-11.651888810882449,-11.711532862626438
