epoch,1,2,3,4,5,6,7,8,9,10
1,-6.372861131853076,-6.237451307446929,-6.643499872684402,-6.249783620815509,-6.351086993903529,-6.547047133441634,-6.313411631225463,-6.415089802308593,-6.294386823079823,-6.533766892477592
2,-6.395751062062479,-6.038773717859085,-6.52317644858845,-6.295451264367917,-6.375137872825584,-6.532529753331236,-6.27020178901282,-6.346830944113181,-6.160370925889765,-6.365402308227405
3,-6.4380542393381,-5.946173709103047,-6.448002283442113,-6.227635431555044,-6.616017246629657,-6.641520158810498,-6.233654740202241,-6.280227379825853,-6.184783729637792,-6.4873591609082215
4,-6.489978883246446,-5.895636277138287,-6.133881797329007,-6.199387418380116,-6.477014632737657,-6.579307531732253,-6.168778862942636,-6.285247209546391,-6.283851329610261,-6.4389303616457125
5,-6.477247359014208,-5.873920144621355,-6.031731515573037,-6.264629436556288,-6.495170078918648,-6.413153686187337,-6.1979929124473125,-6.248620545403798,-6.403496861184229,-6.608285350703707
6,-6.407151021505285,-5.941175541004212,-5.982821803805188,-6.244881263493179,-6.570820208153316,-6.271092465053542,-6.235804682865024,-6.180111513740156,-6.361273339061088,-6.41384935214536
7,-6.357194992725387,-5.954858196231819,-6.02632658747978,-6.184445299824449,-6.489919158598967,-6.0891953236768845,-6.127513381437452,-6.1762871894387406,-6.404217418869874,-6.377927907479025
8,-6.210111747893336,-6.00359244357538,-5.998500394232837,-6.129070984566639,-6.297431013219999,-6.119687953025826,-6.111908642102676,-6.256291002288881,-6.357337579101604,-6.216011090709392
9,-6.3024618632294205,-6.115902551077775,-6.0468109738659725,-5.976154324928288,-6.535445271042152,-6.049448064314704,-6.323791222206317,-6.31140163394379,-6.274028198148954,-6.102444125819333
10,-6.396699391364736,-6.110866081593112,-6.172669381105173,-6.03328134931906,-6.395477961926613,-6.032362396820593,-6.295476047049415,-6.301217738179218,-6.208769683120545,-6.172672114454009
11,-6.423303934181248,-6.277843135743746,-6.0431651355439095,-5.975822126236567,-6.233549304283366,-6.022923547476925,-6.381583013417461,-6.211644537911795,-6.2474348133434905,-6.184781324773235
12,-6.355598259792689,-6.184320258826553,-6.078124663492183,-6.03988949165963,-6.455784907695532,-6.094877750752849,-6.370121787680507,-6.266277021984965,-6.218050821337915,-6.265348487601198
13,-6.238350415500571,-6.249596864079823,-6.046024927622929,-5.97903064861882,-6.3273170629176105,-6.164021809562608,-6.389215995041154,-6.21614085564444,-6.2596911717749455,-6.204636524489216
14,-6.288169774713939,-6.252325481465246,-6.020040463950978,-5.922864396266902,-6.226692845701389,-6.138108847408191,-6.283849963318224,-6.124628099389069,-6.454440282603136,-6.140776627581132
15,-6.202770952977114,-6.393963363718373,-5.940395535065305,-5.913577594029554,-6.233084811097307,-6.221071683594205,-6.357062225003441,-6.173029369079705,-6.43271399055257,-6.191058994788596
16,-6.240135363931576,-6.363611656003813,-6.030905006251378,-5.99210960622363,-6.32495375433784,-6.186139607299883,-6.439544087755612,-6.241289387822924,-6.481289434151196,-6.097406789595011
17,-6.155147342965309,-6.298419889056394,-6.046979348882897,-6.141708776477449,-6.278960354865509,-6.138672596916698,-6.395498372878694,-6.272931052304473,-6.636334643524535,-6.070302366839357
18,-6.305490436589588,-6.418945594807085,-6.065625247807285,-6.140993147873131,-6.098795916495167,-6.160679359113551,-6.331608772014848,-6.191210615194059,-6.630612949370417,-6.02406547904803
19,-6.291838281557262,-6.384726610145571,-6.095847510430769,-6.095951862079578,-6.239437301402907,-6.24903973204994,-6.410180321309722,-6.090411972668978,-6.553659225558141,-6.085188107936397
20,-6.404293144549912,-6.3106085169803645,-6.091796853483146,-6.12217357530199,-6.217506939171489,-6.176053400774204,-6.28068519159291,-5.99097613677601,-6.421180758683231,-6.131511688620515
21,-6.313430873234295,-6.177924892133504,-5.993248585550617,-6.132120883304886,-6.3206185677999365,-6.281740701570217,-6.203768859528586,-5.995874748872671,-6.556607844684259,-5.971270726035396
22,-6.32834178596899,-6.1534507511675365,-5.99216546826889,-6.105262918823144,-6.176345243270214,-6.299707132341734,-6.158199327170869,-5.965001847676476,-6.593564374058905,-6.040569120457849
23,-6.303191200773249,-6.160623029892228,-6.094258248561577,-6.091365407931834,-6.193410120042218,-6.214007696883988,-6.133132241905481,-6.02024904163649,-6.600965654364028,-6.095326240627822
