seed,epoch,temperature,Z,E,S,F,F_check,err,delta_F,F_data,KL,NLL,data_mass,recon_sq,recon_ce
35,1,0.25,446244.8811061443,-0.18294355269548043,12.276848930317671,-3.2521557852748986,-3.252155785274898,4.440892098500626e-16,0.05201718457228255,-1.6725233139135611,3.6794725558300887,6.318529885445348,0.02779218873679706,0.4948060867862933,6.270551475752661
35,2,0.25,362418.3196596263,-0.12423419720872746,12.303617613975554,-3.200138600702616,-3.200138600702616,0.0,-0.04979149753846057,-1.6315381747388247,3.6353443742399056,6.274401703855164,0.02769065368538673,0.4945020457249928,6.2246511602513435
35,3,0.25,442289.70740417845,-0.18159553977969423,12.27333823384553,-3.2499300982410766,-3.2499300982410766,0.0,0.02258467789771501,-1.6759378294373355,3.656911745599707,6.295969075214964,0.02831104289625985,0.4939771766974658,6.241046372815239
35,4,0.25,404085.4649084237,-0.1621987669737286,12.260586613478534,-3.2273454203433616,-3.227345420343362,4.440892098500626e-16,0.1588292371702571,-1.6551482556760946,3.6497313290538083,6.288788658669068,0.02761109012675846,0.4936182555870288,6.230524612540113
35,5,0.25,214071.36777705152,-0.019117276696645334,12.197595625905837,-3.0685161831731045,-3.0685161831731045,0.0,-0.016999351302570354,-1.4945842181559137,3.6566705304535043,6.295727860068765,0.02738346179299102,0.49215870880737006,6.223126632833534
35,6,0.25,229133.97105191334,-0.04016121801462984,12.181417265844178,-3.085515534475675,-3.0855155344756744,4.440892098500626e-16,0.008321494372413696,-1.5146386748630805,3.644450108835119,6.2835074384503775,0.028700574684124056,0.49208549960934606,6.210932230830453
35,7,0.25,221632.5613172065,-0.040285584956966006,12.147633820585181,-3.077194040103261,-3.077194040103261,0.0,-0.08973782835990907,-1.4972207203553034,3.680835949376571,6.31989327899183,0.028746784744768054,0.49136189757969945,6.239283369688063
35,8,0.25,317339.5051291558,-0.15156103096673892,12.061483349985725,-3.16693186846317,-3.16693186846317,0.0,0.13989165758764832,-1.5636320735664448,3.774141849971644,6.413199179586903,0.026240437938054535,0.4913680024433773,6.327541092778445
35,9,0.25,181345.77437498633,0.000834556935575219,12.11149907124439,-3.027040210875522,-3.0270402108755223,4.440892098500626e-16,0.09521251974535794,-1.4469416025034616,3.6813371038729814,6.320394433488241,0.028321874741102253,0.49008462288278853,6.2267618690150215
35,10,0.25,123909.99874976273,0.10282310642531593,12.138603190221922,-2.931827691130164,-2.9318276911301644,4.440892098500626e-16,-0.10141763730700548,-1.3646753724678828,3.629551945033865,6.268609274649124,0.028924073168911858,0.48947215649812825,6.1719260660594415
35,11,0.25,185903.18636058364,0.0009865927609810526,12.136927684792601,-3.0332453284371694,-3.0332453284371694,0.0,-0.04678218918429522,-1.461485190263318,3.647983223080146,6.287040552695404,0.02868536403238735,0.48953105582827383,6.190195356702042
35,12,0.25,224158.8139535298,-0.05112822418023819,12.115597173764906,-3.0800275176214646,-3.0800275176214646,0.0,0.13426260803296142,-1.508097575089226,3.6486624405136974,6.287719770128957,0.027447313526089916,0.48957791427771313,6.191882540796115
35,13,0.25,131014.02248880823,0.07019588820980428,12.063843191193229,-2.9457649095885032,-2.945764909588503,4.440892098500626e-16,0.032328897641320964,-1.3662304952953306,3.6790803275574318,6.3181376571726915,0.026983307232758276,0.48868749674044404,6.211265975268695
35,14,0.25,115121.57787172079,0.09918615697155825,12.050488675674965,-2.9134360119471823,-2.9134360119471827,4.440892098500626e-16,-0.05455860549527669,-1.3348287882513485,3.6753715651680756,6.314428894783334,0.027781398305196818,0.4879741761281254,6.200098198284624
35,15,0.25,143197.27009861823,0.04109368591577131,12.036353213432921,-2.967994617442459,-2.967994617442459,0.0,-0.010781179820719355,-1.3932274035917345,3.660011525787639,6.299068855402899,0.02780390824798467,0.48760587070156597,6.183362423020289
35,16,0.25,149507.7020257472,0.03391212402448342,12.050751685150647,-2.9787757972631783,-2.9787757972631783,0.0,-0.021125877989228936,-1.4081577816073458,3.643414733008071,6.282472062623329,0.028028721065483347,0.4873798583540583,6.165117264909675
35,17,0.25,162690.79270999946,0.007257445865736069,12.028636484472573,-2.9999016752524073,-2.9999016752524073,0.0,-0.007717577299082734,-1.439966652436226,3.600682761649467,6.239740091264726,0.029101222549249756,0.48651616289686844,6.118021167130735
35,18,0.25,167791.43187936026,-0.00407367029773846,12.014182329015004,-3.00761925255149,-3.0076192525514895,4.440892098500626e-16,0.033662639524224325,-1.442226013855151,3.622515625170098,6.261572954785357,0.028902033365419983,0.48590820208425056,6.133305979291377
35,19,0.25,146653.28172693172,0.01812476027967733,11.96832549322777,-2.9739566130272657,-2.973956613027265,4.440892098500626e-16,-0.023456898197493192,-1.4011925906728868,3.6519987598022534,6.291056089417514,0.029324615777286955,0.48478702965439113,6.148907223178588
35,20,0.25,161079.618230164,-0.008045366445846936,11.957472579115649,-2.997413511224759,-2.9974135112247593,4.440892098500626e-16,0.0532423212117874,-1.4283813434060757,3.637071341659474,6.2761286712747335,0.02835813152168229,0.4849342714620625,6.1388162499301755
35,21,0.25,130181.48053586164,0.044966599168813695,11.956551156727139,-2.9441711900129715,-2.944171190012971,4.440892098500626e-16,0.04574337689173369,-1.3836240860120141,3.6031310863885713,6.242188416003829,0.027651435409830016,0.4847014312302994,6.105763393386691
35,22,0.25,108413.86356595255,0.08999051973679544,11.953673331432128,-2.8984278131212378,-2.8984278131212364,1.3322676295501878e-15,-0.1139026984494782,-1.3519411509810448,3.5468893189455124,6.185946648560772,0.029514558659417982,0.4833971812942963,6.040273109600173
35,23,0.25,170983.44984742027,-0.04042740857943826,11.88761241196511,-3.012330511570716,-3.0123305115707155,4.440892098500626e-16,0.04217000975458962,-1.4557879682204784,3.587112843785692,6.22617017340095,0.028434580030566124,0.48299285834099237,6.075025942981019
35,24,0.25,144443.25454041752,-0.005071747233938854,11.86035501832875,-2.9701605018161263,-2.9701605018161263,0.0,0.08613046849306238,-1.4148941506429236,3.582008075077553,6.221065404692813,0.028797881578422353,0.48291516797774353,6.07037036394995
35,25,0.25,102346.57565174447,0.0774324799032413,11.845850052905222,-2.884030033323064,-2.8840300333230644,4.440892098500626e-16,0.00017716675483825384,-1.3267707639088027,3.5899797480417877,6.229037077657047,0.029200024908542014,0.4816859809835243,6.066879550682121
35,26,0.25,102274.07170264961,0.0611410003316701,11.779975467599586,-2.8838528665682257,-2.8838528665682266,8.881784197001252e-16,0.019707813576446576,-1.3203980488194291,3.614761941379929,6.253819270995187,0.030455001078203342,0.4804332196535649,6.078707115795098
35,27,0.25,94521.27420116452,0.08917845498835872,11.81329403192055,-2.864145052991779,-2.864145052991779,0.0,-0.09200114613877908,-1.3130645308739748,3.5652647588559567,6.204322088471216,0.029804829210805607,0.47993214253935745,6.027574931676002
35,28,0.25,136568.93664960173,-0.01741347819179931,11.754930883755032,-2.956146199130558,-2.9561461991305573,8.881784197001252e-16,0.0625581695889652,-1.4122067569497163,3.5367004391081065,6.175757768723366,0.029700344251842065,0.47934897384956127,5.996312033337591
35,29,0.25,106335.25001611834,0.03935660128426262,11.731778523303422,-2.893588029541593,-2.893588029541593,0.0,-0.05681415557823222,-1.3515561667323301,3.5290701216217917,6.16812745123705,0.02985225067396374,0.47776917421830567,5.975063212750442
35,30,0.25,133466.89392378443,-0.03290934409764103,11.669971364088735,-2.950402185119825,-2.9504021851198248,4.440892098500626e-16,0.01898838176589379,-1.4100831031380499,3.5222189983118413,6.161276327927101,0.030398230481207888,0.4769271084407847,5.960053715063672
35,31,0.25,123705.0291300766,-0.01628613117757286,11.660510688705434,-2.9314138033539314,-2.9314138033539314,0.0,-0.0049059831739866055,-1.390438826308258,3.524842578567435,6.163899908182694,0.030603452281157326,0.47610787119660775,5.955340973749962
35,32,0.25,126156.58419797735,-0.0365380110245175,11.599127102013602,-2.936319786527918,-2.936319786527918,0.0,0.14661605970315605,-1.3855026661963077,3.5642111517111865,6.203268481326445,0.029840849129860916,0.4754389724758754,5.987086535393488
35,33,0.25,70179.73739828938,0.1289901643928822,11.674775564870577,-2.789703726824762,-2.789703726824762,0.0,0.028807403136384746,-1.2366860238165356,3.5730134824176494,6.212070812032907,0.030456818591618143,0.47464175088107996,5.985911227883662
35,34,0.25,62541.47994791493,0.14804676303593264,11.63577234689724,-2.7608963236883772,-2.7608963236883772,0.0,-0.07311747855211337,-1.2140395150428491,3.5483699049668536,6.187427234582112,0.032487180519801866,0.47282630524228747,5.946165264852554
35,35,0.25,83788.8488468121,0.06032818304607502,11.57736794114626,-2.8340138022404906,-2.83401380224049,4.440892098500626e-16,0.06599424400643095,-1.2895056345506097,3.5389753411442655,6.1780326707595234,0.03167021579367911,0.471987968408954,5.931251224225626
35,36,0.25,64349.10038762329,0.13207946806580498,11.600396105199458,-2.7680195582340597,-2.7680195582340597,0.0,-0.12442306821088378,-1.222673311940783,3.5423276555578456,6.181384985173104,0.03228986373312416,0.47138190626912413,5.927705786010871
35,37,0.25,105849.17746579011,-0.012958264541478685,11.517937447613857,-2.8924426264449434,-2.892442626444943,4.440892098500626e-16,0.0266764893847955,-1.3562510863261394,3.5057088308599584,6.144766160475219,0.03108065574478634,0.47108876914757963,5.89361125050303
35,38,0.25,95136.17338007317,0.015133154826750416,11.523597167547592,-2.865766137060148,-2.8657661370601475,4.440892098500626e-16,-0.05249777209882245,-1.336068473224125,3.479733325728833,6.1187906553440925,0.03143429508964308,0.47029302250526345,5.863905390413308
35,39,0.25,117366.36387993538,-0.05634986242459523,11.4476561869375,-2.9182639091589704,-2.9182639091589704,0.0,-0.007730886666289738,-1.3876726722088943,3.4833076181850444,6.122364947800304,0.03160130961915054,0.46914486333170563,5.85545375011512
35,40,0.25,121052.44776890997,-0.0817178700603732,11.37710770305955,-2.92599479582526,-2.925994795825261,8.881784197001252e-16,-0.0035692792447266086,-1.3870882100161293,3.516569013621264,6.155626343236523,0.03077448304328845,0.46829856581667184,5.880009956327973
35,41,0.25,122793.12407831781,-0.08185938145056473,11.39081877447769,-2.9295640750699867,-2.929564075069987,4.440892098500626e-16,-0.04431806951963502,-1.3957847506644225,3.496059968006997,6.135117297622257,0.0313841358154243,0.4676113707724032,5.855573683443396
35,42,0.25,146609.60406940628,-0.14407432634467132,11.319231272979799,-2.9738821445896217,-2.973882144589621,8.881784197001252e-16,-0.02227350735988365,-1.4349785882217339,3.516556895856293,6.1556142254715525,0.03208021933992801,0.46697049327289303,5.869658866955119
35,43,0.25,160271.1917417637,-0.1849313345223789,11.244897269708504,-2.9961556519495054,-2.996155651949505,4.440892098500626e-16,0.09435908649588365,-1.4516362923724517,3.539020108692957,6.178077438308216,0.03147771090137697,0.46612871510631015,5.879594865261382
35,44,0.25,109884.62841946544,-0.05796001400576044,11.375346205791445,-2.9017965654536217,-2.9017965654536217,0.0,0.08847349186049458,-1.3753962687032908,3.4665438573860645,6.105601187001324,0.03198514278253538,0.464948611026114,5.804119797564396
35,45,0.25,77133.4482080078,0.04059212768142759,11.415660805098218,-2.813323073593127,-2.813323073593127,0.0,0.04174907609573708,-1.283755840811638,3.4792116015106984,6.118268931125956,0.032983842447105186,0.46488644050213807,5.814231595326149
35,46,0.25,65270.535109170145,0.0876629033383582,11.436947603342993,-2.77157399749739,-2.77157399749739,0.0,0.003933950605509828,-1.2406686360272106,3.4845641162654593,6.12362144588072,0.03337615969133642,0.46377875359108744,5.80905070217173
35,47,0.25,64251.48964131449,0.0890346152993897,11.426698648765079,-2.7676400468918803,-2.7676400468918803,0.0,-0.015431930036333252,-1.233903672875816,3.4958881664489994,6.134945496064257,0.0340972636877011,0.46328287751654385,5.813817905939749
35,48,0.25,68342.55473660803,0.053113430762293135,11.344741630762028,-2.7830719769282135,-2.783071976928214,4.440892098500626e-16,-0.07406622846632782,-1.2544578376498283,3.4753992274982823,6.114456557113541,0.032830633498882864,0.46120113236457877,5.779476285657291
35,49,0.25,91908.86999426923,-0.05932790373113554,11.191241206653626,-2.8571382053945413,-2.8571382053945418,4.440892098500626e-16,-0.0198569922062104,-1.326137263594888,3.4849464375833543,6.124003767198613,0.03177662763099038,0.4593666410355748,5.773112909286285
35,50,0.25,99506.75302115605,-0.1046189949321294,11.08950481067449,-2.8769951976007517,-2.8769951976007517,0.0,0.07452208196590604,-1.3424228769409912,3.499231953023783,6.138289282639042,0.032078926766741456,0.4576651469366951,5.769806884481057
35,51,0.25,73857.47212071046,-0.026375278147375683,11.104391349949882,-2.8024731156348457,-2.802473115634846,4.440892098500626e-16,-0.04076544955745254,-1.2748214327158451,3.4715494020607442,6.110606731676002,0.034121125369752585,0.4556066940226261,5.727179078969921
35,52,0.25,86938.32696242191,-0.0868053960644683,11.025732676511318,-2.8432385651922982,-2.843238565192298,4.440892098500626e-16,0.044038571469033894,-1.3126705314098397,3.4832148055145753,6.122272135129835,0.03459004680249938,0.4545917554133112,5.7246578810243545
35,53,0.25,72896.79661812457,-0.02559304172405241,11.094427807996844,-2.7991999937232643,-2.7991999937232634,8.881784197001252e-16,0.01603322357443604,-1.2762461037307753,3.452758230354697,6.091815559969956,0.03495850623983147,0.45371649567235495,5.692951234679353
35,54,0.25,68368.4732935785,0.00993832691453176,11.17242038825344,-2.7831667701488283,-2.7831667701488283,0.0,0.024455821370150677,-1.2685878047304904,3.4192585320580937,6.058315861673352,0.03444307603709924,0.4522369141375662,5.650941451666619
35,55,0.25,61997.15619264556,0.031522525806824415,11.160933898342007,-2.7587109487786776,-2.758710948778677,4.440892098500626e-16,-0.05855884784548682,-1.2387324004185774,3.4408568638251427,6.079914193440401,0.03476931777210197,0.4511791942317167,5.661572885694038
35,56,0.25,78360.80824354413,-0.048097096332928586,11.076690801164945,-2.8172697966241644,-2.817269796624165,4.440892098500626e-16,-0.039112746597130155,-1.2989931230733907,3.434049364587836,6.073106694203095,0.035029741102775284,0.4498179209015785,5.643193949680238
35,57,0.25,91631.4812041338,-0.12471997854079202,10.92665025872201,-2.8563825432212946,-2.8563825432212946,0.0,0.04714620411974879,-1.334759971196517,3.447432958483852,6.086490288099112,0.03652454130699695,0.44731828861840156,5.627095349955657
35,58,0.25,75882.80247901761,-0.0452748868008824,11.055845809202657,-2.809236339101546,-2.8092363391015467,8.881784197001252e-16,0.03227508497086484,-1.2919051305137041,3.43026750473611,6.069324834351368,0.03443988733704412,0.44722463461576145,5.615971954945601
35,59,0.25,66692.31557677823,-0.006091965500656902,11.083477154520097,-2.776961254130681,-2.776961254130681,0.0,0.05707326384211164,-1.2632270317654146,3.4158795598458056,6.054936889461065,0.03585664704479546,0.4457976392690586,5.589754920052505
35,60,0.25,53079.812771677905,0.06109056757766982,11.123914231464957,-2.7198879902885693,-2.7198879902885693,0.0,0.04844654732501619,-1.206682443283239,3.4137648584060623,6.052822188021319,0.03804387147008347,0.4440759961628098,5.570908354659834
35,61,0.25,43728.95606572884,0.10028456168361172,11.086904018588658,-2.671441442963553,-2.6714414429635527,4.440892098500626e-16,-0.054685691753577625,-1.1545057835547767,3.4286853080198485,6.067742637635108,0.04031689454367886,0.4426417240215777,5.570568463128491
35,62,0.25,54421.17148644151,0.02245504819152445,10.99432873163462,-2.7261271347171308,-2.7261271347171308,0.0,0.018309807029198488,-1.2143640506516609,3.4079950066466216,6.047052336261879,0.038993021428317454,0.44118088119337334,5.541727973783288
35,63,0.25,50577.865089951745,0.038593530487551216,10.98564343270193,-2.7078173276879323,-2.7078173276879314,8.881784197001252e-16,-0.06185384386243653,-1.1980144337067993,3.4001542463092735,6.039211575924534,0.03946717064792104,0.44017743264277587,5.526153394077847
