epoch,1,2,3,4,5,6,7,8,9,10
1,-25.064473179432763,-24.94457859489702,-25.43143409958382,-25.04851868536747,-25.04481705946664,-25.293324440771475,-25.060344177976543,-25.133330100788047,-25.00525814191047,-25.28305360639148
2,-25.134333847526666,-24.77632661945896,-25.45110580007353,-25.079867417718468,-25.044505760887727,-25.25058166871459,-24.90338868417689,-25.10219231176903,-24.851666782138494,-25.108905893927417
3,-25.18625289081076,-24.789451766544435,-25.351285579981383,-25.02805070253648,-25.24281707078689,-25.33804185441856,-24.98790567956025,-25.053369890076056,-24.79944784245633,-25.14780907278052
4,-25.17296456499115,-24.67575933787092,-25.155712524761544,-25.264199846352582,-25.22880733855268,-25.350070926935377,-24.92343367260544,-25.114372491523596,-24.827241397141982,-25.111986762511364
5,-25.18576759875788,-24.6593985145565,-25.11823978436991,-25.394808393817865,-24.965845943885093,-25.401860883542124,-24.98742069630416,-25.02810031974444,-24.99650289609044,-25.277029776798383
6,-25.17264188130609,-24.517619839513596,-25.200331026242534,-25.5359066862892,-25.016740282965305,-25.323188970464894,-24.9667510078153,-24.945878853492147,-24.90973264407111,-25.16213718860909
7,-25.098534294457608,-24.4468033687883,-25.09137949568682,-25.49296807561453,-24.8774988290472,-25.1797498375094,-24.87883555479951,-24.97839233047205,-24.842401697874877,-25.15302880421026
8,-25.07036609290513,-24.50714718428541,-25.238419104299822,-25.50252114500736,-24.732209864099648,-25.279012056466428,-24.92897400489821,-25.10839033417694,-24.82622473722573,-25.166232212466294
9,-25.184832833779083,-24.52324411309352,-25.13866274832919,-25.26884374994038,-24.82016896211535,-25.28635886604043,-25.001501695348693,-25.263875117014543,-24.823223678402957,-25.08691330784466
10,-25.28057797880053,-24.57720124150345,-25.2104350657176,-25.169060676026728,-24.69484503582126,-25.22803646736902,-25.038272866912,-25.17395636525574,-24.77072749812245,-25.09576496880171
11,-25.259591395548053,-24.69889515658351,-25.089108365633408,-25.15877220101229,-24.768144898279147,-25.19824670695979,-25.158789199516036,-25.09353996414601,-24.731381582401035,-25.10087985463046
12,-25.212346288807627,-24.772101588136252,-25.04021898048854,-25.105733015396616,-24.847235503748987,-25.140721126967943,-25.182137521667546,-25.09926193472811,-24.68913581682539,-25.146887125957274
13,-25.30129903835118,-24.803228246532893,-25.07909810540762,-25.200554858756924,-24.775196489097684,-25.038924447021312,-25.14583709510882,-25.046919125150257,-24.80854311400185,-25.009248053157076
14,-25.38233519938741,-24.79822651709461,-24.839982550348527,-25.38912586983242,-24.595969760394507,-25.09074814716257,-25.1964918116486,-24.90903509468917,-24.995307980537696,-25.00777734702907
15,-25.36780647047817,-24.939256358212525,-24.68540354617205,-25.469730626022358,-24.61744447109225,-25.125188421880203,-25.13026708905389,-24.85843685186242,-24.998988675909203,-25.03521690402959
16,-25.31815228466936,-25.056392041169577,-24.761000175680064,-25.2377634384457,-24.6140990942835,-25.199689840951272,-25.07763669402067,-24.93949340768124,-24.9413852361082,-25.111902873055367
17,-25.32132066061625,-25.12314389255806,-24.84328880181329,-25.361201839371397,-24.61267369295012,-25.11268190693203,-24.984992272753495,-24.9932636214737,-24.910245975207115,-25.095032201332693
18,-25.425219071419928,-25.16430072145794,-24.874645367909743,-25.39649809313421,-24.616497896314485,-25.04275547669758,-24.949397740177236,-25.00399862693964,-24.871655915508946,-25.056511319112985
19,-25.2276133626068,-25.18372545427325,-24.953838158221,-25.101993183984355,-24.630903455028665,-25.03854134056203,-25.05445436119952,-24.98714218834662,-24.87011806779856,-25.062729209346628
20,-25.174794428857908,-25.29452669729548,-24.711819083831013,-25.18354624475896,-24.65488920176034,-25.12524075746629,-24.976304317685205,-25.12200769381899,-24.91747462069901,-25.120792787716635
21,-25.15960262945889,-25.16970153638109,-24.657452305122877,-25.119862197747715,-24.781165842407045,-25.052945309879,-24.97919204086591,-25.11625565892289,-25.03398347825837,-25.11205128475448
22,-25.173752325469582,-25.210649263063267,-24.67585998840961,-25.18760927035033,-24.81996920943523,-25.024626689426142,-24.923368953519315,-25.13583905022626,-24.997314180016645,-25.14358582066568
23,-25.235871816363364,-25.16060259764008,-24.688330542178416,-25.097528598468024,-24.821105066481238,-24.979870391003868,-25.002133049159028,-25.29164250015426,-25.13763113355589,-25.10116512014584
24,-25.303900363795627,-25.23139056280772,-24.72966624659338,-25.036774664554496,-24.82656091527813,-24.93409723436048,-24.989998947340425,-25.43695359387192,-25.055995572102795,-25.144835688516128
