epoch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,-25.064473179432763,-24.94457859489702,-25.43143409958382,-25.04851868536747,-25.04481705946664,-25.293324440771475,-25.060344177976543,-25.133330100788047,-25.00525814191047,-25.28305360639148,-25.086467785384954,-25.16452374295577,-25.222080828121985,-25.190711688910223,-24.847795088128564,-25.30680086434372,-25.215488246713065,-25.12833416186243,-25.0233226341192,-24.984784882617745,-25.057104412158267,-25.162733845943286,-25.229121766732742,-25.317294711557537,-25.345988664172577,-25.04544060765605,-25.252485174415988,-25.08891146132841,-25.35297836390696,-25.16509246160729,-25.34733896572924,-25.24085940752952,-25.174954248296583,-24.94701108818917,-25.26224497704466,-25.01385467447329,-25.095247522159053,-25.16013195694868,-25.37053305307981,-24.979818245806545,-25.1527914762491,-25.41608325843811,-25.143927772853587,-25.001995996784288,-25.19619706910835,-25.207506044278425,-25.312770617808457,-25.065806569826098,-25.012097369408547,-25.354267675356525
2,-25.134333847526666,-24.77632661945896,-25.45110580007353,-25.079867417718468,-25.044505760887727,-25.25058166871459,-24.90338868417689,-25.10219231176903,-24.851666782138494,-25.108905893927417,-25.011635768602822,-25.07746758296095,-25.01405287860148,-25.369887187800146,-24.83369613883077,-25.380537676066947,-25.187126871551094,-25.181190890382226,-25.02320920972221,-24.81878151987532,-25.03015680473344,-25.257810419738384,-25.30033119486307,-25.317286483163365,-25.331852634495824,-25.17209383803509,-25.288662402585206,-24.972201397232617,-25.46599624086863,-25.23538629153721,-25.297113859074045,-25.118633191028124,-25.072099504940653,-25.063926287712807,-25.27649557244286,-25.02851590963604,-25.042027812227197,-25.234968684245302,-25.35745010092975,-24.94628998443969,-25.02167572224912,-25.46913654706763,-25.29209749649459,-25.00284032291265,-25.258024064127557,-25.257567811888617,-25.331787934224018,-25.050686157263502,-24.96032038209628,-25.26148830995063
3,-25.18625289081076,-24.789451766544435,-25.351285579981383,-25.02805070253648,-25.24281707078689,-25.33804185441856,-24.98790567956025,-25.053369890076056,-24.79944784245633,-25.14780907278052,-24.838210167903394,-24.89310547901498,-25.065644351216623,-25.233154805318165,-24.915963897034644,-25.261602878574056,-25.107005737137406,-25.106300983707456,-25.216289851127065,-24.92425922527684,-25.07957431444888,-25.18886447974562,-25.358421629455982,-25.317160735183904,-25.29731635865067,-25.104936913447197,-25.151262242273997,-24.934656653767338,-25.27215006154909,-25.21633033798721,-25.33468210375715,-25.16364361719168,-25.074909035660895,-24.8922200651436,-25.173477771573364,-24.984109652121106,-25.032898772321158,-25.178107755193736,-25.34202536073325,-25.090003533184937,-24.872335332700292,-25.43442100412192,-25.238133431809192,-24.99678768269909,-25.22090550223333,-25.347146785145657,-25.19488315211404,-24.96784763487823,-25.051110693484503,-25.28090263263833
4,-25.17296456499115,-24.67575933787092,-25.155712524761544,-25.264199846352582,-25.22880733855268,-25.350070926935377,-24.92343367260544,-25.114372491523596,-24.827241397141982,-25.111986762511364,-24.991491534763696,-25.02884215722123,-25.04692073456185,-25.02551417229702,-24.977463601611845,-25.15719354136143,-25.000216055398145,-25.165158389210884,-25.09030483663779,-24.96000385261215,-24.987447920277315,-25.222305900394574,-25.2243991631983,-25.303166724674472,-25.33442259871215,-25.10107999172031,-25.204820866280865,-24.989504664063293,-25.202785252954108,-25.090744124939164,-25.280785530032507,-25.12966640870233,-25.168819507217165,-24.870408201380123,-25.10169956222491,-24.96379256669586,-24.846784066510345,-25.10980963262484,-25.523890773265897,-25.139511154787627,-24.716383902897075,-25.38188847559164,-25.22975178470364,-25.0774358458762,-25.202588368800217,-25.30366115306772,-25.27541055336291,-24.829275992958785,-25.07330658079931,-25.3946357262381
5,-25.18576759875788,-24.6593985145565,-25.11823978436991,-25.394808393817865,-24.965845943885093,-25.401860883542124,-24.98742069630416,-25.02810031974444,-24.99650289609044,-25.277029776798383,-24.821169128830796,-24.93892227377939,-25.075786644564587,-25.12660505588616,-24.98957311316768,-25.169340006714343,-25.001627784513317,-25.340311159278155,-25.17068653967921,-25.083056996384578,-24.92963989542524,-25.11029436854736,-25.21453837203454,-25.266748635650156,-25.372919670254955,-25.10550627816629,-25.09369864856032,-24.93503225118945,-25.39254142384757,-25.178589548585297,-25.302011929657336,-25.008677133907184,-25.247010657686232,-24.9406127644046,-25.034395817837236,-24.91744822665388,-24.872789570599164,-25.12708345286117,-25.4850388966634,-25.157335311323106,-24.665081764250065,-25.235840056526,-25.264640535849363,-25.094395622430504,-25.2010738417288,-25.32154969549132,-25.30472983684904,-24.796337531594908,-25.09587612645706,-25.53668358131593
6,-25.17264188130609,-24.517619839513596,-25.200331026242534,-25.5359066862892,-25.016740282965305,-25.323188970464894,-24.9667510078153,-24.945878853492147,-24.90973264407111,-25.16213718860909,-24.85961690137885,-25.0573267140494,-25.09606157794456,-25.059947567970745,-24.9506531724115,-25.238191636763265,-24.84353500508836,-25.300893900910243,-24.89560161085689,-25.14208447311597,-24.79015806670741,-25.006710198139533,-25.358171857644084,-25.17452149489606,-25.295218520879487,-25.121934912514803,-25.20824848099862,-25.00788774327144,-25.5401887208416,-25.200375773114736,-25.294692478915596,-24.783579546961224,-25.232655008636087,-24.994705876666163,-24.9801441612546,-24.86456215869301,-24.90261724328658,-25.106090853808507,-25.562218124201173,-25.260290247234604,-24.79591128024401,-25.199206529325544,-25.22210506710127,-25.186334303149387,-25.18412954673329,-25.308859466745837,-25.28856493460594,-24.87506409027224,-25.17180104613575,-25.457186985190308
7,-25.098534294457608,-24.4468033687883,-25.09137949568682,-25.49296807561453,-24.8774988290472,-25.1797498375094,-24.87883555479951,-24.97839233047205,-24.842401697874877,-25.15302880421026,-24.88974758219025,-24.966918546767143,-24.88372962920633,-25.02375442452347,-24.94819856540077,-25.38464945415375,-24.91861307254482,-25.297948206520186,-24.753397598817266,-25.075425767657688,-24.70395166724425,-24.97511102786936,-25.36551000672868,-25.14851647644726,-25.389364446353724,-25.325867881022585,-25.160403691956912,-25.046282386628047,-25.69982590241266,-25.22071519424754,-25.42907776686084,-24.83175308472898,-25.062353013576757,-24.933885651853004,-24.916860371553785,-24.874876038036085,-24.951800058393165,-25.00213996150648,-25.531669399463947,-25.21984727027411,-24.705200463698056,-25.11372627935615,-25.349513396744097,-25.098104494936926,-25.076017794787443,-25.317274019824687,-25.40431990251548,-24.90080775352117,-25.260806870436248,-25.433627482869294
8,-25.07036609290513,-24.50714718428541,-25.238419104299822,-25.50252114500736,-24.732209864099648,-25.279012056466428,-24.92897400489821,-25.10839033417694,-24.82622473722573,-25.166232212466294,-24.990425007823973,-24.97677171348951,-24.90123996643344,-24.945632048452534,-24.982254478039337,-25.206334317891788,-24.833071104902903,-25.45263443753244,-24.799420635542663,-24.992508099779357,-24.602189382213293,-24.895434431185343,-25.241841623275903,-25.31804849353953,-25.38177968580707,-25.256636494644983,-25.130437819926023,-25.173715034889675,-25.700815275455128,-25.145166081212007,-25.346926104796868,-24.75129442994147,-24.96268511253428,-24.899235517975757,-24.847152072718245,-24.7945171086598,-24.910577858621423,-24.86640567304729,-25.649206331097336,-25.253012696061237,-24.69989942254077,-25.0752125117627,-25.45066262571981,-25.117301471556047,-25.10508968927768,-25.397823057752337,-25.36738756854509,-24.947788115773463,-25.225649967620978,-25.386887627901103
9,-25.184832833779083,-24.52324411309352,-25.13866274832919,-25.26884374994038,-24.82016896211535,-25.28635886604043,-25.001501695348693,-25.263875117014543,-24.823223678402957,-25.08691330784466,-25.132351078091183,-25.006700430497546,-24.949499566810672,-25.044516414095256,-24.95995714460437,-25.067196657693447,-24.967826335049605,-25.44278166640744,-24.83612168485144,-24.814494495920712,-24.694997617706367,-24.75751085218278,-25.29647755168511,-25.2341775480264,-25.28581036548365,-25.14038219822635,-25.133849090058312,-25.017243107903287,-25.81672249399761,-25.21605270387677,-25.327771667871332,-24.73217159009255,-25.054797701572685,-24.88417229255854,-24.8273922394246,-24.931175446534365,-24.873604583363758,-24.806464602267088,-25.58207509473892,-25.387879235190056,-24.55481764178222,-25.178454872203886,-25.429420529472093,-25.08181936261673,-25.066456324433613,-25.40356432929634,-25.258249900011805,-24.99935189407549,-25.252284655031517,-25.31080252450427
10,-25.28057797880053,-24.57720124150345,-25.2104350657176,-25.169060676026728,-24.69484503582126,-25.22803646736902,-25.038272866912,-25.17395636525574,-24.77072749812245,-25.09576496880171,-25.095643302079388,-25.128456937195303,-24.91246461615241,-25.00979845911265,-25.07473692251043,-25.160508741418585,-24.97903125484808,-25.35144524422637,-24.80257105015719,-24.737698659938864,-24.798665628655908,-24.776247564869937,-25.243702290790875,-25.02096998456422,-25.220021299596795,-25.269115991710887,-25.14609112944345,-25.01176557751266,-25.95052995406077,-25.110908336078104,-25.3613946588997,-24.736414929153344,-25.04319179559942,-24.83605048864252,-24.857968773290526,-24.754557378142177,-24.755784659008977,-24.72065579055068,-25.4643856376635,-25.442670259045588,-24.654577197273536,-25.245955658578143,-25.505033974098875,-24.93426300016803,-25.22983807868428,-25.321194119675305,-25.260962736642487,-24.98205768374797,-25.183389781541045,-25.328929349484696
