seed,F_first,F_min,epoch_of_min,F_final,F_max,epoch_of_max,gap,ar1_phi,null_gap_median,null_gap_p05,null_gap_p95,gap_percentile_in_null,null_epoch_of_min_median
1,-25.064473179432763,-25.69552180218333,110,-24.337513617892263,-24.132428585841943,321,1.3580081842910658,0.9578723228051952,1.1000004764450502,0.5270298833879551,1.6725055662231736,0.771,123.5
2,-24.94457859489702,-25.58475115314412,93,-24.82511850730322,-24.09095885171012,367,0.7596326458408988,0.927119769035154,0.9757145233727158,0.5381329190826817,1.4027877746805466,0.2125,108.0
3,-25.43143409958382,-25.601418202677483,242,-24.456625196273563,-24.00903557271204,428,1.1447930064039191,0.9535350479697834,1.1303617535041397,0.621875868260539,1.6753421734427028,0.516,25.5
4,-25.04851868536747,-25.5359066862892,6,-24.15772678030203,-23.991471141018888,444,1.3781799059871673,0.9255347897498261,0.9763940807168137,0.5644522847211683,1.4556864373676106,0.924,103.0
5,-25.04481705946664,-25.611210659327902,207,-24.72048276492081,-24.087949616582133,419,0.8907278944070924,0.9351412842331656,1.0151250892743633,0.5344953898007319,1.525123260975131,0.3375,108.0
6,-25.293324440771475,-25.458757796210417,355,-24.82357166209037,-24.32124508292848,409,0.6351861341200475,0.9343938418070811,1.0202602680694568,0.6119811708111635,1.4918369478027516,0.0615,48.0
7,-25.060344177976543,-25.49163489129697,202,-24.39367828684153,-24.07196108598052,261,1.0979566044554403,0.9210903969690171,0.9853814667694234,0.5508417867689716,1.4230090969540512,0.672,102.0
8,-25.133330100788047,-25.62947826209985,37,-24.51364866934971,-24.123745953438338,184,1.1158295927501385,0.9111869822529911,0.9452967201775184,0.5705743742948893,1.3691170855796515,0.7555,88.0
9,-25.00525814191047,-25.337168455335515,168,-24.28884271806452,-24.025674663277577,325,1.0483257372709964,0.9316102689192068,0.9591780046716245,0.5402234622304937,1.405251597500355,0.625,105.0
10,-25.28305360639148,-25.442464989509784,204,-24.65317344140188,-24.235113161527664,482,0.7892915481079044,0.9336671062675472,1.0076239314891176,0.5791388456938446,1.4768351888640026,0.2015,49.0
11,-25.086467785384954,-25.31714803788677,241,-24.450073953987864,-23.987822586430248,427,0.8670740838989062,0.9329787609071089,0.9931118366581444,0.5553925966101918,1.4466423544643874,0.3135,105.0
12,-25.16452374295577,-25.46057594238952,156,-24.011558643559177,-23.847951075172805,496,1.449017298830345,0.9630767866380356,1.1490640105681873,0.5394862336883758,1.797043599872491,0.783,122.0
13,-25.222080828121985,-25.539736986799245,261,-24.360578890588226,-23.89672116299915,395,1.1791580962110189,0.9594840079526823,1.1118518937838058,0.5260519769561423,1.6921023743243842,0.578,109.0
14,-25.190711688910223,-25.484436227328057,84,-24.911547631807345,-24.042023659981798,212,0.5728885955207126,0.9277307138075586,0.9964971643596634,0.5542637317661455,1.4551287056651552,0.056,89.0
15,-24.847795088128564,-25.42352290611009,125,-24.38662180323536,-24.095452102536782,364,1.0369011028747295,0.9272417689847395,0.9726240906455708,0.5343997964435868,1.4154371187235204,0.5945,114.0
16,-25.30680086434372,-25.577039280381378,103,-24.516439921281485,-23.995731934876176,458,1.0605993590998928,0.941420775666302,1.013653665195493,0.5716864972603449,1.478355244410329,0.5665,48.0
17,-25.215488246713065,-25.63563491653037,60,-24.42608133203824,-24.15302690220447,374,1.2095535844921308,0.9380059273463394,1.0390777467291112,0.5568053608984107,1.5160487841508097,0.719,99.0
18,-25.12833416186243,-25.657317813632755,21,-24.97999997813476,-24.289216028996425,336,0.6773178354979947,0.9465466392382779,1.0621183448675442,0.5308795300385585,1.625616887939015,0.1155,112.0
19,-25.0233226341192,-25.67228881231352,44,-24.668874984643598,-24.08308549957892,413,1.0034138276699238,0.934986482489329,1.026871799149351,0.5399947412961922,1.498868828222992,0.4695,110.0
20,-24.984784882617745,-25.400323823249675,253,-24.61410243621413,-24.132437856213866,390,0.7862213870355461,0.9323552269043732,0.9826838339001682,0.521571090909706,1.455172972748491,0.2475,108.0
21,-25.057104412158267,-25.46050830556201,116,-24.19962130557382,-23.98947044054096,475,1.2608869999881875,0.9180187604299812,0.9670823645250479,0.5452532691403856,1.3858214467497951,0.8715,97.0
22,-25.162733845943286,-25.445632938053485,237,-23.993006440273444,-23.900608424080644,499,1.4526264977800416,0.9286032304448304,0.998099364311205,0.5414166556818951,1.44963399154861,0.95,91.0
23,-25.229121766732742,-25.438849150235555,150,-24.12257160130736,-24.12257160130736,500,1.3162775489281948,0.9211654961000176,0.9898769545731199,0.5773971486384865,1.3883686327855849,0.903,63.5
24,-25.317294711557537,-25.65227102967821,127,-24.15255505421253,-24.046821723470647,374,1.49971597546568,0.9313117342414179,1.009868043372224,0.5859835708820853,1.4558113582830268,0.9705,29.0
25,-25.345988664172577,-25.80863765144913,34,-23.804987553824148,-23.804987553824148,500,2.0036500976249805,0.9408462390742175,1.0749995862755473,0.5572052696806826,1.5838492618635243,0.9985,43.0
26,-25.04544060765605,-25.325867881022585,7,-24.533131378752337,-23.929234315172444,351,0.7927365022702482,0.9165678341101648,0.9291409906118915,0.5390276654248108,1.3138498846397708,0.2755,94.0
27,-25.252485174415988,-25.905817952829526,110,-24.68480746228335,-24.301899610092768,468,1.2210104905461776,0.9311595080318528,1.035938810882703,0.5896529279025391,1.5193290748018236,0.7295,76.0
28,-25.08891146132841,-25.458606472159644,177,-24.14560425752311,-23.761697887492577,401,1.3130022146365334,0.9510243305487172,1.036055157800254,0.527428117448496,1.5961240512190564,0.803,117.0
29,-25.35297836390696,-26.01105358189177,17,-24.58098685712975,-24.08091361519556,449,1.4300667247620176,0.9588009739603885,1.177383114200321,0.5818299195982266,1.8052329753551188,0.7435,81.0
30,-25.16509246160729,-25.786767187759622,35,-24.772790219072263,-24.238460987067004,442,1.0139769686873592,0.930897226595547,1.031194323868382,0.5519359730678721,1.5102253833545534,0.475,103.0
31,-25.34733896572924,-25.42907776686084,7,-24.08398580806291,-23.84463087027172,493,1.34509195879793,0.9419696000626369,1.0324021547593443,0.6107952482224881,1.4636460108652125,0.878,24.0
32,-25.24085940752952,-25.52538017544417,319,-24.49349774163421,-23.93312087937865,401,1.0318824338099581,0.9389733588717849,1.0539242031879397,0.5706870886718416,1.586935828406887,0.473,91.0
33,-25.174954248296583,-25.463371097898904,30,-24.851679345446318,-24.26029787965234,260,0.611691752452586,0.9366242773088759,1.012900444586741,0.5217359250429441,1.4595269007917948,0.0815,94.5
34,-24.94701108818917,-25.42648164322274,109,-24.50805867955573,-23.850852673825287,470,0.9184229636670089,0.9297680729501039,0.9797804294893897,0.5159512584392691,1.4051856940483218,0.4155,107.5
35,-25.26224497704466,-25.27649557244286,2,-24.40048675095644,-23.950276656695134,326,0.8760088214864226,0.9120256074376097,0.9689976701730316,0.5885720989352011,1.361324162550052,0.343,41.0
36,-25.01385467447329,-26.00558444359073,92,-24.876703289682208,-23.81989249855049,460,1.128881153908523,0.9540823244022952,1.031901788921184,0.487800764182383,1.6009130962674745,0.61,123.0
37,-25.095247522159053,-25.23752509830437,313,-24.571935332830385,-23.930764360823343,350,0.6655897654739853,0.9344624192485654,1.0079598890924757,0.5605591461595928,1.4905752491726694,0.1025,103.0
38,-25.16013195694868,-25.59026164650317,266,-23.91790704146405,-23.796341257471862,487,1.6723546050391178,0.9572688013084182,1.1377798307927893,0.5308039405094933,1.7221222983352955,0.9345,115.5
39,-25.37053305307981,-25.693578508983155,35,-24.266801530637643,-23.915640118665383,460,1.4267769783455115,0.9362677563563462,1.05319172835571,0.5879646770310056,1.5466836376590383,0.8975,27.0
40,-24.979818245806545,-25.90262579898939,106,-24.2806202152658,-24.008847745985204,470,1.6220055837235918,0.9479477304490677,1.043310672548504,0.5119273228694718,1.5970211066866256,0.9575,121.0
41,-25.1527914762491,-25.501846229506704,101,-24.575950797622813,-24.28023082706696,155,0.925895431883891,0.9298073751876286,1.040291469210663,0.5631787037285758,1.5022151392862466,0.3665,102.0
42,-25.41608325843811,-25.492798601758853,130,-24.40867670557614,-23.834856394583312,444,1.0841218961827117,0.919907688554115,1.0632828678388613,0.657004370320181,1.4755444195381242,0.53,8.0
43,-25.143927772853587,-25.52214055524044,250,-24.185108742167955,-23.93065417910858,497,1.3370318130724854,0.9182456280740731,0.9533919210251476,0.553192217073345,1.3881573513924952,0.9285,87.0
44,-25.001995996784288,-25.434310363547475,142,-24.369228691733028,-24.023339128058,438,1.065081671814447,0.9271841053957436,0.962493593003428,0.5189193755611283,1.4205968081429021,0.6435,107.0
45,-25.19619706910835,-25.951660309572443,45,-24.792593913545357,-24.11581307881414,412,1.159066396027086,0.9498427585432446,1.0762276146333072,0.5464806507142056,1.6384012209222354,0.5995,105.0
46,-25.207506044278425,-25.40356432929634,9,-24.61750133730052,-23.9031337987703,400,0.78606299199582,0.9432869352276653,1.0106389293182705,0.5296537699836209,1.4813581070631312,0.2195,93.0
47,-25.312770617808457,-25.42435066988544,317,-24.675861588954508,-23.710124625304847,350,0.7484890809309306,0.9414344107362377,1.0493839649954229,0.5705402466039731,1.504609008042896,0.1465,53.0
48,-25.065806569826098,-25.375249238514616,60,-24.67043611924105,-24.01270621737584,438,0.7048131192735667,0.9371842870125611,0.9789779751652006,0.5115696432653973,1.4338141122331278,0.1675,107.0
49,-25.012097369408547,-25.40957329973365,161,-24.911219782791985,-24.21959252524889,479,0.4983535169416662,0.9440007583157045,1.015570720680131,0.5078434283004768,1.5490565143401838,0.045,114.0
